inspection_id,question_id,result,severity,inspector_note
SI-2025-0116,23,Fail,Low,Statutory notice board at level 2 out of date
SI-2025-0116,24,Pass,,
SI-2025-0117,1,Pass,,
SI-2025-0117,2,Pass,,
SI-2025-0117,3,Pass,,
SI-2025-0117,4,Fail,Medium,Emergency light at the dock office not illuminating on test
SI-2025-0117,5,Pass,,
SI-2025-0117,6,Pass,,
SI-2025-0117,7,Pass,,
SI-2025-0117,8,Pass,,
SI-2025-0117,9,Pass,,
SI-2025-0117,10,Pass,,
SI-2025-0117,11,Pass,,
SI-2025-0117,12,Fail,Low,Spill kit at the yard gate missing absorbent pads
SI-2025-0117,13,NA,,
SI-2025-0117,14,Pass,,
SI-2025-0117,15,Pass,,
SI-2025-0117,16,Pass,,
SI-2025-0117,17,Pass,,
SI-2025-0117,18,Fail,Low,Overloaded top beam at the dock office
SI-2025-0117,19,Pass,,
SI-2025-0117,20,Pass,,
SI-2025-0117,21,Pass,,
SI-2025-0117,22,Pass,,
SI-2025-0117,23,Pass,,
SI-2025-0117,24,Pass,,
SI-2025-0118,1,Fail,Medium,Fire door at the mezzanine catches on frame and does not latch
SI-2025-0118,2,Pass,,
SI-2025-0118,3,Fail,Low,Call point at level 2 blocked by stored materials
SI-2025-0118,4,Pass,,
SI-2025-0118,5,Pass,,
SI-2025-0118,6,Pass,,
SI-2025-0118,7,Pass,,
SI-2025-0118,8,Pass,,
SI-2025-0118,9,Pass,,
SI-2025-0118,10,Pass,,
SI-2025-0118,11,Pass,,
SI-2025-0118,12,Pass,,
SI-2025-0118,13,Pass,,
SI-2025-0118,14,Pass,,
SI-2025-0118,15,Pass,,
SI-2025-0118,16,Fail,Medium,Welfare room at loading bay 6 without hot water
SI-2025-0118,17,Pass,,
SI-2025-0118,18,Pass,,
SI-2025-0118,19,Pass,,
SI-2025-0118,20,Pass,,
SI-2025-0118,21,Fail,High,Escape route sign above the mezzanine obscured by stock
SI-2025-0118,22,Fail,Medium,Walkway markings at the dock office worn and faded
SI-2025-0118,23,Pass,,
SI-2025-0118,24,Fail,Medium,No vehicle warning signage at the main workshop crossing
SI-2025-0119,1,Pass,,
SI-2025-0119,2,Pass,,
SI-2025-0119,3,Pass,,
SI-2025-0119,4,Pass,,
SI-2025-0119,5,Pass,,
SI-2025-0119,6,Pass,,
SI-2025-0119,7,Pass,,
SI-2025-0119,8,Pass,,
SI-2025-0119,9,Pass,,
SI-2025-0119,10,Pass,,
SI-2025-0119,11,Pass,,
SI-2025-0119,12,Pass,,
SI-2025-0119,13,Pass,,
SI-2025-0119,14,Pass,,
SI-2025-0119,15,Pass,,
SI-2025-0119,16,Pass,,
SI-2025-0119,17,Pass,,
SI-2025-0119,18,Pass,,
SI-2025-0119,19,Pass,,
SI-2025-0119,20,Pass,,
SI-2025-0119,21,Pass,,
SI-2025-0119,22,Pass,,
SI-2025-0119,23,Pass,,
SI-2025-0119,24,Pass,,
SI-2025-0120,1,Pass,,
SI-2025-0120,2,NA,,
SI-2025-0120,3,NA,,
SI-2025-0120,4,Pass,,
SI-2025-0120,5,Pass,,
SI-2025-0120,6,Pass,,
SI-2025-0120,7,Pass,,
SI-2025-0120,8,Pass,,
SI-2025-0120,9,Pass,,
SI-2025-0120,10,Fail,Low,Waste bins overflowing at the welfare cabin
SI-2025-0120,11,Fail,Low,Work bench at the yard gate cluttered with offcuts
SI-2025-0120,12,Pass,,
SI-2025-0120,13,Pass,,
SI-2025-0120,14,Pass,,
SI-2025-0120,15,Pass,,
SI-2025-0120,16,Pass,,
SI-2025-0120,17,Pass,,
SI-2025-0120,18,Pass,,
SI-2025-0120,19,Pass,,
SI-2025-0120,20,Fail,High,COSHH register at level 2 not updated this quarter
SI-2025-0120,21,Pass,,
SI-2025-0120,22,Pass,,
SI-2025-0120,23,Pass,,
SI-2025-0120,24,Pass,,
SI-2025-0121,1,Pass,,
SI-2025-0121,2,Pass,,
SI-2025-0121,3,Fail,Medium,Call point at the yard gate blocked by stored materials
SI-2025-0121,4,Pass,,
SI-2025-0121,5,Pass,,
SI-2025-0121,6,Pass,,
SI-2025-0121,7,Pass,,
SI-2025-0121,8,Pass,,
SI-2025-0121,9,NA,,
SI-2025-0121,10,Pass,,
SI-2025-0121,11,Pass,,
SI-2025-0121,12,Pass,,
SI-2025-0121,13,NA,,
SI-2025-0121,14,Pass,,
SI-2025-0121,15,Fail,High,Operative without hi-vis near the yard gate
SI-2025-0121,16,Pass,,
SI-2025-0121,17,Pass,,
SI-2025-0121,18,Pass,,
SI-2025-0121,19,Pass,,
SI-2025-0121,20,Pass,,
SI-2025-0121,21,Pass,,
SI-2025-0121,22,Pass,,
SI-2025-0121,23,Pass,,
SI-2025-0121,24,Pass,,
SI-2025-0122,1,Pass,,
SI-2025-0122,2,Pass,,
SI-2025-0122,3,Pass,,
SI-2025-0122,4,Pass,,
SI-2025-0122,5,Pass,,
SI-2025-0122,6,Pass,,
SI-2025-0122,7,Pass,,
SI-2025-0122,8,Pass,,
SI-2025-0122,9,Pass,,
SI-2025-0122,10,Pass,,
SI-2025-0122,11,Pass,,
SI-2025-0122,12,Pass,,
SI-2025-0122,13,Pass,,
SI-2025-0122,14,Pass,,
SI-2025-0122,15,Pass,,
SI-2025-0122,16,Pass,,
SI-2025-0122,17,Fail,Medium,Racking tag at bay 2 out of date
SI-2025-0122,18,Fail,High,Overloaded top beam at the east exit
SI-2025-0122,19,Pass,,
SI-2025-0122,20,Pass,,
SI-2025-0122,21,Pass,,
SI-2025-0122,22,Pass,,
SI-2025-0122,23,Pass,,
SI-2025-0122,24,Fail,Low,No vehicle warning signage at the north stairwell crossing
SI-2025-0123,1,Pass,,
SI-2025-0123,2,Pass,,
SI-2025-0123,3,Fail,Medium,Call point at loading bay 6 blocked by stored materials
SI-2025-0123,4,Pass,,
SI-2025-0123,5,Pass,,
SI-2025-0123,6,Pass,,
SI-2025-0123,7,Pass,,
SI-2025-0123,8,Pass,,
SI-2025-0123,9,Pass,,
SI-2025-0123,10,Pass,,
SI-2025-0123,11,Pass,,
SI-2025-0123,12,Pass,,
SI-2025-0123,13,Pass,,
SI-2025-0123,14,Pass,,
SI-2025-0123,15,Pass,,
SI-2025-0123,16,Pass,,
SI-2025-0123,17,Pass,,
SI-2025-0123,18,Pass,,
SI-2025-0123,19,Fail,Low,Untagged stepladder in use at loading bay 6
SI-2025-0123,20,Pass,,
SI-2025-0123,21,Pass,,
SI-2025-0123,22,Fail,Low,Walkway markings at the dock office worn and faded
SI-2025-0123,23,Pass,,
SI-2025-0123,24,Pass,,
SI-2025-0124,1,Pass,,
SI-2025-0124,2,Pass,,
SI-2025-0124,3,Pass,,
SI-2025-0124,4,Pass,,
SI-2025-0124,5,Fail,Medium,PAT label at loading bay 6 expired
SI-2025-0124,6,NA,,
SI-2025-0124,7,Pass,,
SI-2025-0124,8,Pass,,
SI-2025-0124,9,Pass,,
SI-2025-0124,10,Fail,Low,Waste bins overflowing at the north stairwell
SI-2025-0124,11,Pass,,
SI-2025-0124,12,Pass,,
SI-2025-0124,13,Fail,Medium,Eye-wash bottle at level 2 past expiry
SI-2025-0124,14,Fail,Low,First-aid kit at the mezzanine missing dressings
SI-2025-0124,15,Pass,,
SI-2025-0124,16,Pass,,
SI-2025-0124,17,Pass,,
SI-2025-0124,18,Pass,,
SI-2025-0124,19,Pass,,
SI-2025-0124,20,Fail,Low,COSHH register at store B not updated this quarter
SI-2025-0124,21,Pass,,
SI-2025-0124,22,Pass,,
SI-2025-0124,23,Pass,,
SI-2025-0124,24,Pass,,
SI-2025-0125,1,Pass,,
SI-2025-0125,2,Pass,,
SI-2025-0125,3,Fail,Low,Call point at the yard gate blocked by stored materials
SI-2025-0125,4,Pass,,
SI-2025-0125,5,Pass,,
SI-2025-0125,6,Pass,,
SI-2025-0125,7,Pass,,
SI-2025-0125,8,Pass,,
SI-2025-0125,9,Pass,,
SI-2025-0125,10,Pass,,
SI-2025-0125,11,NA,,
SI-2025-0125,12,Pass,,
SI-2025-0125,13,Pass,,
SI-2025-0125,14,Pass,,
SI-2025-0125,15,Pass,,
SI-2025-0125,16,Pass,,
SI-2025-0125,17,Pass,,
SI-2025-0125,18,Pass,,
SI-2025-0125,19,Pass,,
SI-2025-0125,20,Pass,,
SI-2025-0125,21,Pass,,
SI-2025-0125,22,Pass,,
SI-2025-0125,23,Pass,,
SI-2025-0125,24,Pass,,
SI-2025-0126,1,Pass,,
SI-2025-0126,2,Pass,,
SI-2025-0126,3,Pass,,
SI-2025-0126,4,Pass,,
SI-2025-0126,5,NA,,
SI-2025-0126,6,Pass,,
SI-2025-0126,7,Pass,,
SI-2025-0126,8,Pass,,
SI-2025-0126,9,Pass,,
SI-2025-0126,10,Pass,,
SI-2025-0126,11,Pass,,
SI-2025-0126,12,Pass,,
SI-2025-0126,13,Pass,,
SI-2025-0126,14,Pass,,
SI-2025-0126,15,Fail,Low,Operative without hi-vis near loading bay 6
SI-2025-0126,16,Pass,,
SI-2025-0126,17,Pass,,
SI-2025-0126,18,Fail,High,Overloaded top beam at the dock office
SI-2025-0126,19,Pass,,
SI-2025-0126,20,Pass,,
SI-2025-0126,21,Pass,,
SI-2025-0126,22,Pass,,
SI-2025-0126,23,Pass,,
SI-2025-0126,24,Pass,,
SI-2025-0127,1,Pass,,
SI-2025-0127,2,Fail,Low,Extinguisher at store B past its service date
SI-2025-0127,3,Pass,,
SI-2025-0127,4,Pass,,
SI-2025-0127,5,Pass,,
SI-2025-0127,6,Pass,,
SI-2025-0127,7,Fail,Low,Damaged extension lead in use at the main workshop
SI-2025-0127,8,Pass,,
SI-2025-0127,9,Pass,,
SI-2025-0127,10,Pass,,
SI-2025-0127,11,Pass,,
SI-2025-0127,12,Pass,,
SI-2025-0127,13,Fail,Low,Eye-wash bottle at loading bay 6 past expiry
SI-2025-0127,14,Pass,,
SI-2025-0127,15,Pass,,
SI-2025-0127,16,Pass,,
SI-2025-0127,17,Pass,,
SI-2025-0127,18,Pass,,
SI-2025-0127,19,Pass,,
SI-2025-0127,20,Fail,Low,COSHH register at the main workshop not updated this quarter
SI-2025-0127,21,Fail,High,Escape route sign above the north stairwell obscured by stock
SI-2025-0127,22,Pass,,
SI-2025-0127,23,Pass,,
SI-2025-0127,24,Fail,Low,No vehicle warning signage at the yard gate crossing
SI-2025-0128,1,Pass,,
SI-2025-0128,2,Pass,,
SI-2025-0128,3,Pass,,
SI-2025-0128,4,Pass,,
SI-2025-0128,5,Pass,,
SI-2025-0128,6,Pass,,
SI-2025-0128,7,Pass,,
SI-2025-0128,8,Pass,,
SI-2025-0128,9,Pass,,
SI-2025-0128,10,Pass,,
SI-2025-0128,11,Pass,,
SI-2025-0128,12,Pass,,
SI-2025-0128,13,Pass,,
SI-2025-0128,14,Pass,,
SI-2025-0128,15,Pass,,
SI-2025-0128,16,Pass,,
SI-2025-0128,17,Pass,,
SI-2025-0128,18,Pass,,
SI-2025-0128,19,Pass,,
SI-2025-0128,20,Pass,,
SI-2025-0128,21,Pass,,
SI-2025-0128,22,Fail,Medium,Walkway markings at the main workshop worn and faded
SI-2025-0128,23,Pass,,
SI-2025-0128,24,Fail,Low,No vehicle warning signage at the main workshop crossing
SI-2025-0129,1,Pass,,
SI-2025-0129,2,Pass,,
SI-2025-0129,3,Fail,Low,Call point at the north stairwell blocked by stored materials
SI-2025-0129,4,Pass,,
SI-2025-0129,5,Pass,,
SI-2025-0129,6,Pass,,
SI-2025-0129,7,Pass,,
SI-2025-0129,8,Pass,,
SI-2025-0129,9,Pass,,
SI-2025-0129,10,Pass,,
SI-2025-0129,11,Pass,,
SI-2025-0129,12,Pass,,
SI-2025-0129,13,Pass,,
SI-2025-0129,14,Fail,Low,First-aid kit at store B missing dressings
SI-2025-0129,15,Pass,,
SI-2025-0129,16,Pass,,
SI-2025-0129,17,Pass,,
SI-2025-0129,18,Pass,,
SI-2025-0129,19,Pass,,
SI-2025-0129,20,Pass,,
SI-2025-0129,21,Pass,,
SI-2025-0129,22,Pass,,
SI-2025-0129,23,Pass,,
SI-2025-0129,24,Pass,,
SI-2025-0130,1,Fail,Medium,Fire door at the yard gate catches on frame and does not latch
SI-2025-0130,2,NA,,
SI-2025-0130,3,Pass,,
SI-2025-0130,4,Pass,,
SI-2025-0130,5,Pass,,
SI-2025-0130,6,Pass,,
SI-2025-0130,7,Pass,,
SI-2025-0130,8,Pass,,
SI-2025-0130,9,Pass,,
SI-2025-0130,10,Pass,,
SI-2025-0130,11,Pass,,
SI-2025-0130,12,Pass,,
SI-2025-0130,13,Pass,,
SI-2025-0130,14,Pass,,
SI-2025-0130,15,Pass,,
SI-2025-0130,16,Pass,,
SI-2025-0130,17,Pass,,
SI-2025-0130,18,Pass,,
SI-2025-0130,19,Pass,,
SI-2025-0130,20,Pass,,
SI-2025-0130,21,Pass,,
SI-2025-0130,22,Pass,,
SI-2025-0130,23,Pass,,
SI-2025-0130,24,Fail,Low,No vehicle warning signage at store B crossing
SI-2025-0131,1,Fail,Low,Fire door at level 2 catches on frame and does not latch
SI-2025-0131,2,Pass,,
SI-2025-0131,3,Pass,,
SI-2025-0131,4,Pass,,
SI-2025-0131,5,Fail,High,PAT label at the welfare cabin expired
SI-2025-0131,6,Pass,,
SI-2025-0131,7,Pass,,
SI-2025-0131,8,Pass,,
SI-2025-0131,9,NA,,
SI-2025-0131,10,Fail,Medium,Waste bins overflowing at aisle 4
SI-2025-0131,11,Pass,,
SI-2025-0131,12,Fail,High,Spill kit at the north stairwell missing absorbent pads
SI-2025-0131,13,Pass,,
SI-2025-0131,14,Pass,,
SI-2025-0131,15,NA,,
SI-2025-0131,16,Pass,,
SI-2025-0131,17,Fail,Medium,Racking tag at store B out of date
SI-2025-0131,18,Pass,,
SI-2025-0131,19,Pass,,
SI-2025-0131,20,Fail,Low,COSHH register at the welfare cabin not updated this quarter
SI-2025-0131,21,Fail,Low,Escape route sign above the welfare cabin obscured by stock
SI-2025-0131,22,Pass,,
SI-2025-0131,23,Pass,,
SI-2025-0131,24,Pass,,
SI-2025-0132,1,Pass,,
SI-2025-0132,2,Pass,,
SI-2025-0132,3,Pass,,
SI-2025-0132,4,Pass,,
SI-2025-0132,5,Pass,,
SI-2025-0132,6,Pass,,
SI-2025-0132,7,Pass,,
SI-2025-0132,8,Pass,,
SI-2025-0132,9,Pass,,
SI-2025-0132,10,Pass,,
SI-2025-0132,11,Pass,,
SI-2025-0132,12,Pass,,
SI-2025-0132,13,Fail,Low,Eye-wash bottle at the main workshop past expiry
SI-2025-0132,14,Pass,,
SI-2025-0132,15,Pass,,
SI-2025-0132,16,Pass,,
SI-2025-0132,17,Pass,,
SI-2025-0132,18,Pass,,
SI-2025-0132,19,Pass,,
SI-2025-0132,20,Pass,,
SI-2025-0132,21,Fail,Medium,Escape route sign above aisle 4 obscured by stock
SI-2025-0132,22,Pass,,
SI-2025-0132,23,Pass,,
SI-2025-0132,24,Fail,Low,No vehicle warning signage at the mezzanine crossing
SI-2025-0133,1,Pass,,
SI-2025-0133,2,Fail,Low,Extinguisher at the main workshop past its service date
SI-2025-0133,3,Pass,,
SI-2025-0133,4,Pass,,
SI-2025-0133,5,Pass,,
SI-2025-0133,6,NA,,
SI-2025-0133,7,Pass,,
SI-2025-0133,8,Pass,,
SI-2025-0133,9,Pass,,
SI-2025-0133,10,Fail,Low,Waste bins overflowing at bay 2
SI-2025-0133,11,Pass,,
SI-2025-0133,12,Pass,,
SI-2025-0133,13,Pass,,
SI-2025-0133,14,Pass,,
SI-2025-0133,15,Pass,,
SI-2025-0133,16,Fail,Low,Welfare room at the north stairwell without hot water
SI-2025-0133,17,Fail,Medium,Racking tag at bay 2 out of date
SI-2025-0133,18,Pass,,
SI-2025-0133,19,Pass,,
SI-2025-0133,20,Pass,,
SI-2025-0133,21,Pass,,
SI-2025-0133,22,Pass,,
SI-2025-0133,23,Pass,,
SI-2025-0133,24,Fail,Low,No vehicle warning signage at the east exit crossing
SI-2025-0134,1,NA,,
SI-2025-0134,2,Pass,,
SI-2025-0134,3,Pass,,
SI-2025-0134,4,Pass,,
SI-2025-0134,5,Pass,,
SI-2025-0134,6,Pass,,
SI-2025-0134,7,Fail,Medium,Damaged extension lead in use at the welfare cabin
SI-2025-0134,8,Pass,,
SI-2025-0134,9,Pass,,
SI-2025-0134,10,Pass,,
SI-2025-0134,11,Pass,,
SI-2025-0134,12,Pass,,
SI-2025-0134,13,Pass,,
SI-2025-0134,14,Pass,,
SI-2025-0134,15,Pass,,
SI-2025-0134,16,Pass,,
SI-2025-0134,17,Pass,,
SI-2025-0134,18,Fail,Medium,Overloaded top beam at bay 2
SI-2025-0134,19,Pass,,
SI-2025-0134,20,Pass,,
SI-2025-0134,21,Pass,,
SI-2025-0134,22,Fail,Low,Walkway markings at loading bay 6 worn and faded
SI-2025-0134,23,NA,,
SI-2025-0134,24,Pass,,
SI-2025-0135,1,NA,,
SI-2025-0135,2,Pass,,
SI-2025-0135,3,Pass,,
SI-2025-0135,4,Fail,High,Emergency light at the main workshop not illuminating on test
SI-2025-0135,5,Pass,,
SI-2025-0135,6,Pass,,
SI-2025-0135,7,Pass,,
SI-2025-0135,8,Pass,,
SI-2025-0135,9,Pass,,
SI-2025-0135,10,Pass,,
SI-2025-0135,11,Pass,,
SI-2025-0135,12,Pass,,
SI-2025-0135,13,Pass,,
SI-2025-0135,14,Fail,Low,First-aid kit at the mezzanine missing dressings
SI-2025-0135,15,Pass,,
SI-2025-0135,16,Pass,,
SI-2025-0135,17,Fail,Medium,Racking tag at the mezzanine out of date
SI-2025-0135,18,Pass,,
SI-2025-0135,19,Pass,,
SI-2025-0135,20,Pass,,
SI-2025-0135,21,Pass,,
SI-2025-0135,22,Pass,,
SI-2025-0135,23,Fail,Medium,Statutory notice board at the welfare cabin out of date
SI-2025-0135,24,Pass,,
SI-2025-0136,1,Pass,,
SI-2025-0136,2,Pass,,
SI-2025-0136,3,Pass,,
SI-2025-0136,4,Pass,,
SI-2025-0136,5,Pass,,
SI-2025-0136,6,Pass,,
SI-2025-0136,7,Pass,,
SI-2025-0136,8,Pass,,
SI-2025-0136,9,Pass,,
SI-2025-0136,10,Pass,,
SI-2025-0136,11,Pass,,
SI-2025-0136,12,Pass,,
SI-2025-0136,13,Pass,,
SI-2025-0136,14,Pass,,
SI-2025-0136,15,Pass,,
SI-2025-0136,16,Pass,,
SI-2025-0136,17,Pass,,
SI-2025-0136,18,Pass,,
SI-2025-0136,19,Pass,,
SI-2025-0136,20,Pass,,
SI-2025-0136,21,Pass,,
SI-2025-0136,22,Pass,,
SI-2025-0136,23,Pass,,
SI-2025-0136,24,Pass,,
SI-2025-0137,1,Pass,,
SI-2025-0137,2,Pass,,
SI-2025-0137,3,Pass,,
SI-2025-0137,4,NA,,
SI-2025-0137,5,Fail,Medium,PAT label at loading bay 6 expired
SI-2025-0137,6,NA,,
SI-2025-0137,7,Pass,,
SI-2025-0137,8,Fail,Medium,Isolation switch at store B obstructed
SI-2025-0137,9,Pass,,
SI-2025-0137,10,Pass,,
SI-2025-0137,11,Pass,,
SI-2025-0137,12,Pass,,
SI-2025-0137,13,Pass,,
SI-2025-0137,14,Pass,,
SI-2025-0137,15,Pass,,
SI-2025-0137,16,Pass,,
SI-2025-0137,17,Pass,,
SI-2025-0137,18,Pass,,
SI-2025-0137,19,Pass,,
SI-2025-0137,20,Pass,,
SI-2025-0137,21,Pass,,
SI-2025-0137,22,Pass,,
SI-2025-0137,23,Pass,,
SI-2025-0137,24,Fail,Low,No vehicle warning signage at the main workshop crossing
SI-2025-0138,1,Pass,,
SI-2025-0138,2,Fail,Medium,Extinguisher at bay 2 past its service date
SI-2025-0138,3,NA,,
SI-2025-0138,4,Pass,,
SI-2025-0138,5,Pass,,
SI-2025-0138,6,Pass,,
SI-2025-0138,7,Pass,,
SI-2025-0138,8,Pass,,
SI-2025-0138,9,Pass,,
SI-2025-0138,10,Pass,,
SI-2025-0138,11,Pass,,
SI-2025-0138,12,Fail,High,Spill kit at the mezzanine missing absorbent pads
SI-2025-0138,13,Pass,,
SI-2025-0138,14,Pass,,
SI-2025-0138,15,Fail,Medium,Operative without hi-vis near the welfare cabin
SI-2025-0138,16,Pass,,
SI-2025-0138,17,Fail,Low,Racking tag at bay 2 out of date
SI-2025-0138,18,Fail,Low,Overloaded top beam at the welfare cabin
SI-2025-0138,19,Pass,,
SI-2025-0138,20,Pass,,
SI-2025-0138,21,Pass,,
SI-2025-0138,22,Pass,,
SI-2025-0138,23,Fail,Medium,Statutory notice board at the main workshop out of date
SI-2025-0138,24,Pass,,
SI-2025-0139,1,Pass,,
SI-2025-0139,2,Pass,,
SI-2025-0139,3,Fail,Medium,Call point at level 2 blocked by stored materials
SI-2025-0139,4,Pass,,
SI-2025-0139,5,Pass,,
SI-2025-0139,6,Pass,,
SI-2025-0139,7,Pass,,
SI-2025-0139,8,Pass,,
SI-2025-0139,9,Pass,,
SI-2025-0139,10,Pass,,
SI-2025-0139,11,Fail,Medium,Work bench at loading bay 6 cluttered with offcuts
SI-2025-0139,12,NA,,
SI-2025-0139,13,Pass,,
SI-2025-0139,14,Pass,,
SI-2025-0139,15,Pass,,
SI-2025-0139,16,Pass,,
SI-2025-0139,17,Pass,,
SI-2025-0139,18,Pass,,
SI-2025-0139,19,Pass,,
SI-2025-0139,20,Pass,,
SI-2025-0139,21,Pass,,
SI-2025-0139,22,Fail,Low,Walkway markings at the north stairwell worn and faded
SI-2025-0139,23,Pass,,
SI-2025-0139,24,NA,,
SI-2025-0140,1,Fail,Low,Fire door at the north stairwell catches on frame and does not latch
SI-2025-0140,2,Pass,,
SI-2025-0140,3,Pass,,
SI-2025-0140,4,Pass,,
SI-2025-0140,5,Pass,,
SI-2025-0140,6,Pass,,
SI-2025-0140,7,Pass,,
SI-2025-0140,8,Fail,Low,Isolation switch at the dock office obstructed
SI-2025-0140,9,Pass,,
SI-2025-0140,10,Pass,,
SI-2025-0140,11,Pass,,
SI-2025-0140,12,Pass,,
SI-2025-0140,13,Pass,,
SI-2025-0140,14,Pass,,
SI-2025-0140,15,Pass,,
SI-2025-0140,16,Pass,,
SI-2025-0140,17,Pass,,
SI-2025-0140,18,NA,,
SI-2025-0140,19,Pass,,
SI-2025-0140,20,Pass,,
SI-2025-0140,21,Pass,,
SI-2025-0140,22,NA,,
SI-2025-0140,23,Fail,Medium,Statutory notice board at store B out of date
SI-2025-0140,24,Pass,,
SI-2025-0141,1,Pass,,
SI-2025-0141,2,Pass,,
SI-2025-0141,3,Pass,,
SI-2025-0141,4,Pass,,
SI-2025-0141,5,Pass,,
SI-2025-0141,6,Pass,,
SI-2025-0141,7,Pass,,
SI-2025-0141,8,Pass,,
SI-2025-0141,9,Pass,,
SI-2025-0141,10,Pass,,
SI-2025-0141,11,Pass,,
SI-2025-0141,12,Pass,,
SI-2025-0141,13,Pass,,
SI-2025-0141,14,Pass,,
SI-2025-0141,15,Pass,,
SI-2025-0141,16,Pass,,
SI-2025-0141,17,Pass,,
SI-2025-0141,18,Pass,,
SI-2025-0141,19,Pass,,
SI-2025-0141,20,Fail,High,COSHH register at the welfare cabin not updated this quarter
SI-2025-0141,21,Pass,,
SI-2025-0141,22,Fail,Medium,Walkway markings at the mezzanine worn and faded
SI-2025-0141,23,Pass,,
SI-2025-0141,24,Fail,Low,No vehicle warning signage at the east exit crossing
SI-2025-0142,1,Pass,,
SI-2025-0142,2,Fail,Low,Extinguisher at the mezzanine past its service date
SI-2025-0142,3,Fail,Low,Call point at bay 2 blocked by stored materials
SI-2025-0142,4,Pass,,
SI-2025-0142,5,Pass,,
SI-2025-0142,6,Pass,,
SI-2025-0142,7,Pass,,
SI-2025-0142,8,Pass,,
SI-2025-0142,9,Pass,,
SI-2025-0142,10,Fail,Low,Waste bins overflowing at the yard gate
SI-2025-0142,11,Fail,Medium,Work bench at store B cluttered with offcuts
SI-2025-0142,12,Pass,,
SI-2025-0142,13,Pass,,
SI-2025-0142,14,Pass,,
SI-2025-0142,15,Pass,,
SI-2025-0142,16,Pass,,
SI-2025-0142,17,Pass,,
SI-2025-0142,18,Pass,,
SI-2025-0142,19,Pass,,
SI-2025-0142,20,Pass,,
SI-2025-0142,21,Fail,Low,Escape route sign above loading bay 6 obscured by stock
SI-2025-0142,22,Fail,Low,Walkway markings at aisle 4 worn and faded
SI-2025-0142,23,NA,,
SI-2025-0142,24,Pass,,
SI-2025-0143,1,Pass,,
SI-2025-0143,2,Fail,Medium,Extinguisher at the north stairwell past its service date
SI-2025-0143,3,Pass,,
SI-2025-0143,4,Pass,,
SI-2025-0143,5,Fail,Medium,PAT label at loading bay 6 expired
SI-2025-0143,6,Pass,,
SI-2025-0143,7,Pass,,
SI-2025-0143,8,Pass,,
SI-2025-0143,9,Pass,,
SI-2025-0143,10,Pass,,
SI-2025-0143,11,Pass,,
SI-2025-0143,12,Pass,,
SI-2025-0143,13,Pass,,
SI-2025-0143,14,Pass,,
SI-2025-0143,15,Pass,,
SI-2025-0143,16,Pass,,
SI-2025-0143,17,Pass,,
SI-2025-0143,18,Pass,,
SI-2025-0143,19,Pass,,
SI-2025-0143,20,Pass,,
SI-2025-0143,21,Pass,,
SI-2025-0143,22,Pass,,
SI-2025-0143,23,Pass,,
SI-2025-0143,24,Pass,,
SI-2025-0144,1,NA,,
SI-2025-0144,2,Pass,,
SI-2025-0144,3,Pass,,
SI-2025-0144,4,Fail,Medium,Emergency light at the north stairwell not illuminating on test
SI-2025-0144,5,Pass,,
SI-2025-0144,6,Pass,,
SI-2025-0144,7,Pass,,
SI-2025-0144,8,Pass,,
SI-2025-0144,9,Pass,,
SI-2025-0144,10,Pass,,
SI-2025-0144,11,Pass,,
SI-2025-0144,12,Pass,,
SI-2025-0144,13,Pass,,
SI-2025-0144,14,Pass,,
SI-2025-0144,15,Pass,,
SI-2025-0144,16,Pass,,
SI-2025-0144,17,Pass,,
SI-2025-0144,18,Pass,,
SI-2025-0144,19,Pass,,
SI-2025-0144,20,Pass,,
SI-2025-0144,21,Pass,,
SI-2025-0144,22,Pass,,
SI-2025-0144,23,Pass,,
SI-2025-0144,24,NA,,
SI-2025-0145,1,Fail,Low,Fire door at the main workshop catches on frame and does not latch
SI-2025-0145,2,Pass,,
SI-2025-0145,3,Fail,Medium,Call point at aisle 4 blocked by stored materials
SI-2025-0145,4,Pass,,
SI-2025-0145,5,Pass,,
SI-2025-0145,6,Pass,,
SI-2025-0145,7,Pass,,
SI-2025-0145,8,Fail,High,Isolation switch at the yard gate obstructed
SI-2025-0145,9,Pass,,
SI-2025-0145,10,Pass,,
SI-2025-0145,11,Pass,,
SI-2025-0145,12,Pass,,
SI-2025-0145,13,NA,,
SI-2025-0145,14,Pass,,
SI-2025-0145,15,Pass,,
SI-2025-0145,16,Fail,High,Welfare room at store B without hot water
SI-2025-0145,17,Pass,,
SI-2025-0145,18,Fail,Medium,Overloaded top beam at level 2
SI-2025-0145,19,Pass,,
SI-2025-0145,20,Pass,,
SI-2025-0145,21,Pass,,
SI-2025-0145,22,Pass,,
SI-2025-0145,23,Pass,,
SI-2025-0145,24,Pass,,
SI-2025-0146,1,Fail,Low,Fire door at the mezzanine catches on frame and does not latch
SI-2025-0146,2,Pass,,
SI-2025-0146,3,Pass,,
SI-2025-0146,4,Pass,,
SI-2025-0146,5,Pass,,
SI-2025-0146,6,Pass,,
SI-2025-0146,7,Pass,,
SI-2025-0146,8,Pass,,
SI-2025-0146,9,Pass,,
SI-2025-0146,10,Pass,,
SI-2025-0146,11,Pass,,
SI-2025-0146,12,Pass,,
SI-2025-0146,13,Pass,,
SI-2025-0146,14,Pass,,
SI-2025-0146,15,Pass,,
SI-2025-0146,16,Pass,,
SI-2025-0146,17,Fail,Low,Racking tag at the welfare cabin out of date
