month_key,scenario,entity,service_line,account_code,client,amount
202503,Budget,MSL,Managed Services,DC-EXP,Peverel Group,-20072
202503,Budget,MSL,Managed Services,REV-MAN,Castleton Retail,542266
202503,Budget,MSL,Managed Services,DC-STAFF,Castleton Retail,-225299
202503,Budget,MSL,Managed Services,DC-SUBS,Castleton Retail,-65162
202503,Budget,MSL,Managed Services,DC-EXP,Castleton Retail,-16905
202503,Budget,MSL,Managed Services,REV-MAN,Trentham Group,312846
202503,Budget,MSL,Managed Services,DC-STAFF,Trentham Group,-132274
202503,Budget,MSL,Managed Services,DC-SUBS,Trentham Group,-38256
202503,Budget,MSL,Managed Services,DC-EXP,Trentham Group,-9925
202503,Budget,MSL,Managed Services,REV-MAN,Nyle Distribution,187707
202503,Budget,MSL,Managed Services,DC-STAFF,Nyle Distribution,-95875
202503,Budget,MSL,Managed Services,DC-SUBS,Nyle Distribution,-27729
202503,Budget,MSL,Managed Services,DC-EXP,Nyle Distribution,-7194
202503,Budget,MSL,Managed Services,REV-MAN,Ashfield Care,125138
202503,Budget,MSL,Managed Services,DC-STAFF,Ashfield Care,-59330
202503,Budget,MSL,Managed Services,DC-SUBS,Ashfield Care,-17160
202503,Budget,MSL,Managed Services,DC-EXP,Ashfield Care,-4452
202503,Budget,LLP,Advisory,REV-ADV,Oakline Foods,433156
202503,Budget,LLP,Advisory,DC-STAFF,Oakline Foods,-220445
202503,Budget,LLP,Advisory,DC-SUBS,Oakline Foods,-63758
202503,Budget,LLP,Advisory,DC-EXP,Oakline Foods,-16541
202503,Budget,LLP,Advisory,REV-ADV,Bramwell Media,375750
202503,Budget,LLP,Advisory,DC-STAFF,Bramwell Media,-141653
202503,Budget,LLP,Advisory,DC-SUBS,Bramwell Media,-40969
202503,Budget,LLP,Advisory,DC-EXP,Bramwell Media,-10629
202503,Budget,LLP,Advisory,REV-ADV,Marrow Klein,245281
202503,Budget,LLP,Advisory,DC-STAFF,Marrow Klein,-87074
202503,Budget,LLP,Advisory,DC-SUBS,Marrow Klein,-25184
202503,Budget,LLP,Advisory,DC-EXP,Marrow Klein,-6534
202503,Budget,LLP,Advisory,REV-ADV,Vantis Retail,177437
202503,Budget,LLP,Advisory,DC-STAFF,Vantis Retail,-65591
202503,Budget,LLP,Advisory,DC-SUBS,Vantis Retail,-18970
202503,Budget,LLP,Advisory,DC-EXP,Vantis Retail,-4922
202503,Budget,PRJ,Projects,REV-PRJ,Harding & Co,438707
202503,Budget,PRJ,Projects,DC-STAFF,Harding & Co,-202405
202503,Budget,PRJ,Projects,DC-SUBS,Harding & Co,-58540
202503,Budget,PRJ,Projects,DC-EXP,Harding & Co,-15187
202503,Budget,PRJ,Projects,REV-PRJ,Delphi Works,224021
202503,Budget,PRJ,Projects,DC-STAFF,Delphi Works,-108282
202503,Budget,PRJ,Projects,DC-SUBS,Delphi Works,-31318
202503,Budget,PRJ,Projects,DC-EXP,Delphi Works,-8125
202503,Budget,PRJ,Projects,REV-PRJ,Corven Group,168015
202503,Budget,PRJ,Projects,DC-STAFF,Corven Group,-78748
202503,Budget,PRJ,Projects,DC-SUBS,Corven Group,-22776
202503,Budget,PRJ,Projects,DC-EXP,Corven Group,-5909
202503,Budget,LLP,Support,REV-SUP,Kelby Foods,149395
202503,Budget,LLP,Support,DC-STAFF,Kelby Foods,-75418
202503,Budget,LLP,Support,DC-SUBS,Kelby Foods,-21812
202503,Budget,LLP,Support,DC-EXP,Kelby Foods,-5659
202503,Budget,LLP,Support,REV-SUP,Ashfield Care,109556
202503,Budget,LLP,Support,DC-STAFF,Ashfield Care,-56109
202503,Budget,LLP,Support,DC-SUBS,Ashfield Care,-16228
202503,Budget,LLP,Support,DC-EXP,Ashfield Care,-4210
202503,Budget,LLP,Support,REV-SUP,Nyle Distribution,99597
202503,Budget,LLP,Support,DC-STAFF,Nyle Distribution,-54659
202503,Budget,LLP,Support,DC-SUBS,Nyle Distribution,-15808
202503,Budget,LLP,Support,DC-EXP,Nyle Distribution,-4101
202503,Budget,LLP,Support,REV-SUP,Castleton Retail,90633
202503,Budget,LLP,Support,DC-STAFF,Castleton Retail,-41103
202503,Budget,LLP,Support,DC-SUBS,Castleton Retail,-11888
202503,Budget,LLP,Support,DC-EXP,Castleton Retail,-3084
202503,Budget,LLP,Central,OH-ADMIN,,-251155
202503,Budget,MSL,Central,OH-ADMIN,,-150693
202503,Budget,PRJ,Central,OH-ADMIN,,-100462
202503,Budget,LLP,Central,OH-PREM,,-84523
202503,Budget,MSL,Central,OH-PREM,,-50714
202503,Budget,PRJ,Central,OH-PREM,,-33809
202503,Budget,LLP,Central,OH-TECH,,-72449
202503,Budget,MSL,Central,OH-TECH,,-43469
202503,Budget,PRJ,Central,OH-TECH,,-28979
202503,Budget,LLP,Central,OH-MKT,,-43469
202503,Budget,MSL,Central,OH-MKT,,-26081
202503,Budget,PRJ,Central,OH-MKT,,-17388
202503,Budget,LLP,Central,OH-PROF,,-21735
202503,Budget,MSL,Central,OH-PROF,,-13041
202503,Budget,PRJ,Central,OH-PROF,,-8694
202503,Budget,LLP,Central,OH-OTHER,,-48299
202503,Budget,MSL,Central,OH-OTHER,,-28979
202503,Budget,PRJ,Central,OH-OTHER,,-19320
202504,Actual,MSL,Managed Services,REV-MAN,Peverel Group,607318
202504,Actual,MSL,Managed Services,DC-STAFF,Peverel Group,-247774
202504,Actual,MSL,Managed Services,DC-SUBS,Peverel Group,-71662
202504,Actual,MSL,Managed Services,DC-EXP,Peverel Group,-18592
202504,Actual,MSL,Managed Services,REV-MAN,Castleton Retail,493446
202504,Actual,MSL,Managed Services,DC-STAFF,Castleton Retail,-208550
202504,Actual,MSL,Managed Services,DC-SUBS,Castleton Retail,-60317
202504,Actual,MSL,Managed Services,DC-EXP,Castleton Retail,-15648
202504,Actual,MSL,Managed Services,REV-MAN,Trentham Group,284680
202504,Actual,MSL,Managed Services,DC-STAFF,Trentham Group,-122404
202504,Actual,MSL,Managed Services,DC-SUBS,Trentham Group,-35402
202504,Actual,MSL,Managed Services,DC-EXP,Trentham Group,-9184
202504,Actual,MSL,Managed Services,REV-MAN,Nyle Distribution,170808
202504,Actual,MSL,Managed Services,DC-STAFF,Nyle Distribution,-88467
202504,Actual,MSL,Managed Services,DC-SUBS,Nyle Distribution,-25587
202504,Actual,MSL,Managed Services,DC-EXP,Nyle Distribution,-6638
202504,Actual,MSL,Managed Services,REV-MAN,Ashfield Care,113872
202504,Actual,MSL,Managed Services,DC-STAFF,Ashfield Care,-54804
202504,Actual,MSL,Managed Services,DC-SUBS,Ashfield Care,-15851
202504,Actual,MSL,Managed Services,DC-EXP,Ashfield Care,-4112
202504,Actual,LLP,Advisory,REV-ADV,Oakline Foods,393808
202504,Actual,LLP,Advisory,DC-STAFF,Oakline Foods,-203151
202504,Actual,LLP,Advisory,DC-SUBS,Oakline Foods,-58756
202504,Actual,LLP,Advisory,DC-EXP,Oakline Foods,-15243
202504,Actual,LLP,Advisory,REV-ADV,Bramwell Media,341616
202504,Actual,LLP,Advisory,DC-STAFF,Bramwell Media,-131155
202504,Actual,LLP,Advisory,DC-SUBS,Bramwell Media,-37933
202504,Actual,LLP,Advisory,DC-EXP,Bramwell Media,-9841
202504,Actual,LLP,Advisory,REV-ADV,Marrow Klein,223000
202504,Actual,LLP,Advisory,DC-STAFF,Marrow Klein,-80711
202504,Actual,LLP,Advisory,DC-SUBS,Marrow Klein,-23343
202504,Actual,LLP,Advisory,DC-EXP,Marrow Klein,-6056
202504,Actual,LLP,Advisory,REV-ADV,Vantis Retail,161319
202504,Actual,LLP,Advisory,DC-STAFF,Vantis Retail,-60752
202504,Actual,LLP,Advisory,DC-SUBS,Vantis Retail,-17571
202504,Actual,LLP,Advisory,DC-EXP,Vantis Retail,-4558
202504,Actual,PRJ,Projects,REV-PRJ,Harding & Co,445999
202504,Actual,PRJ,Projects,DC-STAFF,Harding & Co,-220026
202504,Actual,PRJ,Projects,DC-SUBS,Harding & Co,-63637
202504,Actual,PRJ,Projects,DC-EXP,Harding & Co,-16509
202504,Actual,PRJ,Projects,REV-PRJ,Delphi Works,227744
202504,Actual,PRJ,Projects,DC-STAFF,Delphi Works,-117362
202504,Actual,PRJ,Projects,DC-SUBS,Delphi Works,-33944
202504,Actual,PRJ,Projects,DC-EXP,Delphi Works,-8806
202504,Actual,PRJ,Projects,REV-PRJ,Corven Group,170808
202504,Actual,PRJ,Projects,DC-STAFF,Corven Group,-85517
202504,Actual,PRJ,Projects,DC-SUBS,Corven Group,-24734
202504,Actual,PRJ,Projects,DC-EXP,Corven Group,-6417
202504,Actual,LLP,Support,REV-SUP,Kelby Foods,142340
202504,Actual,LLP,Support,DC-STAFF,Kelby Foods,-72935
202504,Actual,LLP,Support,DC-SUBS,Kelby Foods,-21095
202504,Actual,LLP,Support,DC-EXP,Kelby Foods,-5473
202504,Actual,LLP,Support,REV-SUP,Ashfield Care,104383
202504,Actual,LLP,Support,DC-STAFF,Ashfield Care,-54251
202504,Actual,LLP,Support,DC-SUBS,Ashfield Care,-15691
202504,Actual,LLP,Support,DC-EXP,Ashfield Care,-4071
202504,Actual,LLP,Support,REV-SUP,Nyle Distribution,94893
202504,Actual,LLP,Support,DC-STAFF,Nyle Distribution,-52797
202504,Actual,LLP,Support,DC-SUBS,Nyle Distribution,-15270
202504,Actual,LLP,Support,DC-EXP,Nyle Distribution,-3962
202504,Actual,LLP,Support,REV-SUP,Castleton Retail,86353
202504,Actual,LLP,Support,DC-STAFF,Castleton Retail,-39817
202504,Actual,LLP,Support,DC-SUBS,Castleton Retail,-11516
202504,Actual,LLP,Support,DC-EXP,Castleton Retail,-2988
202504,Actual,LLP,Central,OH-ADMIN,,-265702
202504,Actual,MSL,Central,OH-ADMIN,,-159421
202504,Actual,PRJ,Central,OH-ADMIN,,-106281
202504,Actual,LLP,Central,OH-PREM,,-85404
202504,Actual,MSL,Central,OH-PREM,,-51242
202504,Actual,PRJ,Central,OH-PREM,,-34162
202504,Actual,LLP,Central,OH-TECH,,-68798
202504,Actual,MSL,Central,OH-TECH,,-41279
202504,Actual,PRJ,Central,OH-TECH,,-27519
202504,Actual,LLP,Central,OH-MKT,,-28468
202504,Actual,MSL,Central,OH-MKT,,-17081
202504,Actual,PRJ,Central,OH-MKT,,-11387
202504,Actual,LLP,Central,OH-PROF,,-14234
202504,Actual,MSL,Central,OH-PROF,,-8540
202504,Actual,PRJ,Central,OH-PROF,,-5694
202504,Actual,LLP,Central,OH-DEP,,-11862
202504,Actual,MSL,Central,OH-DEP,,-7117
202504,Actual,PRJ,Central,OH-DEP,,-4745
202504,Actual,LLP,Central,OH-OTHER,,-10913
202504,Actual,MSL,Central,OH-OTHER,,-6548
202504,Actual,PRJ,Central,OH-OTHER,,-4365
202504,Budget,MSL,Managed Services,REV-MAN,Peverel Group,670730
202504,Budget,MSL,Managed Services,DC-STAFF,Peverel Group,-268840
202504,Budget,MSL,Managed Services,DC-SUBS,Peverel Group,-77755
202504,Budget,MSL,Managed Services,DC-EXP,Peverel Group,-20172
202504,Budget,MSL,Managed Services,REV-MAN,Castleton Retail,544968
202504,Budget,MSL,Managed Services,DC-STAFF,Castleton Retail,-226422
202504,Budget,MSL,Managed Services,DC-SUBS,Castleton Retail,-65486
202504,Budget,MSL,Managed Services,DC-EXP,Castleton Retail,-16989
202504,Budget,MSL,Managed Services,REV-MAN,Trentham Group,314405
202504,Budget,MSL,Managed Services,DC-STAFF,Trentham Group,-132933
202504,Budget,MSL,Managed Services,DC-SUBS,Trentham Group,-38447
202504,Budget,MSL,Managed Services,DC-EXP,Trentham Group,-9974
202504,Budget,MSL,Managed Services,REV-MAN,Nyle Distribution,188643
202504,Budget,MSL,Managed Services,DC-STAFF,Nyle Distribution,-96353
202504,Budget,MSL,Managed Services,DC-SUBS,Nyle Distribution,-27867
202504,Budget,MSL,Managed Services,DC-EXP,Nyle Distribution,-7230
202504,Budget,MSL,Managed Services,REV-MAN,Ashfield Care,125762
202504,Budget,MSL,Managed Services,DC-STAFF,Ashfield Care,-59626
202504,Budget,MSL,Managed Services,DC-SUBS,Ashfield Care,-17245
202504,Budget,MSL,Managed Services,DC-EXP,Ashfield Care,-4474
202504,Budget,LLP,Advisory,REV-ADV,Oakline Foods,435314
202504,Budget,LLP,Advisory,DC-STAFF,Oakline Foods,-221543
202504,Budget,LLP,Advisory,DC-SUBS,Oakline Foods,-64075
202504,Budget,LLP,Advisory,DC-EXP,Oakline Foods,-16623
202504,Budget,LLP,Advisory,REV-ADV,Bramwell Media,377622
202504,Budget,LLP,Advisory,DC-STAFF,Bramwell Media,-142358
202504,Budget,LLP,Advisory,DC-SUBS,Bramwell Media,-41173
202504,Budget,LLP,Advisory,DC-EXP,Bramwell Media,-10682
202504,Budget,LLP,Advisory,REV-ADV,Marrow Klein,246503
202504,Budget,LLP,Advisory,DC-STAFF,Marrow Klein,-87508
202504,Budget,LLP,Advisory,DC-SUBS,Marrow Klein,-25309
202504,Budget,LLP,Advisory,DC-EXP,Marrow Klein,-6566
202504,Budget,LLP,Advisory,REV-ADV,Vantis Retail,178322
202504,Budget,LLP,Advisory,DC-STAFF,Vantis Retail,-65918
202504,Budget,LLP,Advisory,DC-SUBS,Vantis Retail,-19065
202504,Budget,LLP,Advisory,DC-EXP,Vantis Retail,-4946
202504,Budget,PRJ,Projects,REV-PRJ,Harding & Co,440893
202504,Budget,PRJ,Projects,DC-STAFF,Harding & Co,-203413
202504,Budget,PRJ,Projects,DC-SUBS,Harding & Co,-58832
202504,Budget,PRJ,Projects,DC-EXP,Harding & Co,-15263
202504,Budget,PRJ,Projects,REV-PRJ,Delphi Works,225137
202504,Budget,PRJ,Projects,DC-STAFF,Delphi Works,-108821
202504,Budget,PRJ,Projects,DC-SUBS,Delphi Works,-31474
202504,Budget,PRJ,Projects,DC-EXP,Delphi Works,-8165
202504,Budget,PRJ,Projects,REV-PRJ,Corven Group,168853
202504,Budget,PRJ,Projects,DC-STAFF,Corven Group,-79141
202504,Budget,PRJ,Projects,DC-SUBS,Corven Group,-22889
202504,Budget,PRJ,Projects,DC-EXP,Corven Group,-5938
202504,Budget,LLP,Support,REV-SUP,Kelby Foods,150139
202504,Budget,LLP,Support,DC-STAFF,Kelby Foods,-75793
202504,Budget,LLP,Support,DC-SUBS,Kelby Foods,-21921
202504,Budget,LLP,Support,DC-EXP,Kelby Foods,-5687
202504,Budget,LLP,Support,REV-SUP,Ashfield Care,110102
202504,Budget,LLP,Support,DC-STAFF,Ashfield Care,-56389
202504,Budget,LLP,Support,DC-SUBS,Ashfield Care,-16309
202504,Budget,LLP,Support,DC-EXP,Ashfield Care,-4231
202504,Budget,LLP,Support,REV-SUP,Nyle Distribution,100093
202504,Budget,LLP,Support,DC-STAFF,Nyle Distribution,-54931
202504,Budget,LLP,Support,DC-SUBS,Nyle Distribution,-15887
202504,Budget,LLP,Support,DC-EXP,Nyle Distribution,-4122
202504,Budget,LLP,Support,REV-SUP,Castleton Retail,91085
202504,Budget,LLP,Support,DC-STAFF,Castleton Retail,-41308
202504,Budget,LLP,Support,DC-SUBS,Castleton Retail,-11947
202504,Budget,LLP,Support,DC-EXP,Castleton Retail,-3099
202504,Budget,LLP,Central,OH-ADMIN,,-252406
202504,Budget,MSL,Central,OH-ADMIN,,-151444
202504,Budget,PRJ,Central,OH-ADMIN,,-100963
202504,Budget,LLP,Central,OH-PREM,,-84944
202504,Budget,MSL,Central,OH-PREM,,-50967
202504,Budget,PRJ,Central,OH-PREM,,-33978
202504,Budget,LLP,Central,OH-TECH,,-72810
202504,Budget,MSL,Central,OH-TECH,,-43686
202504,Budget,PRJ,Central,OH-TECH,,-29124
202504,Budget,LLP,Central,OH-MKT,,-43686
202504,Budget,MSL,Central,OH-MKT,,-26211
202504,Budget,PRJ,Central,OH-MKT,,-17474
202504,Budget,LLP,Central,OH-PROF,,-21843
202504,Budget,MSL,Central,OH-PROF,,-13106
202504,Budget,PRJ,Central,OH-PROF,,-8737
202504,Budget,LLP,Central,OH-OTHER,,-48540
202504,Budget,MSL,Central,OH-OTHER,,-29124
202504,Budget,PRJ,Central,OH-OTHER,,-19416
202505,Actual,MSL,Managed Services,REV-MAN,Peverel Group,625964
202505,Actual,MSL,Managed Services,DC-STAFF,Peverel Group,-255382
202505,Actual,MSL,Managed Services,DC-SUBS,Peverel Group,-73862
202505,Actual,MSL,Managed Services,DC-EXP,Peverel Group,-19162
202505,Actual,MSL,Managed Services,REV-MAN,Castleton Retail ,508596
202505,Actual,MSL,Managed Services,DC-STAFF,Castleton Retail,-214953
202505,Actual,MSL,Managed Services,DC-SUBS,Castleton Retail,-62169
202505,Actual,MSL,Managed Services,DC-EXP,Castleton Retail,-16129
202505,Actual,MSL,Managed Services,REV-MAN,Trentham Group,293421
202505,Actual,MSL,Managed Services,DC-STAFF,Trentham Group,-126162
202505,Actual,MSL,Managed Services,DC-SUBS,Trentham Group,-36489
202505,Actual,MSL,Managed Services,DC-EXP,Trentham Group,-9466
202505,Actual,MSL,Managed Services,REV-MAN,Nyle Distribution,176052
202505,Actual,MSL,Managed Services,DC-STAFF,Nyle Distribution,-91183
202505,Actual,MSL,Managed Services,DC-SUBS,Nyle Distribution,-26372
202505,Actual,MSL,Managed Services,DC-EXP,Nyle Distribution,-6842
202505,Actual,MSL,Managed Services,REV-MAN,Ashfield Care,117368
202505,Actual,MSL,Managed Services,DC-STAFF,Ashfield Care,-56487
202505,Actual,MSL,Managed Services,DC-SUBS,Ashfield Care,-16337
202505,Actual,MSL,Managed Services,DC-EXP,Ashfield Care,-4238
202505,Actual,LLP,Advisory,REV-ADV,Oakline Foods,405899
202505,Actual,LLP,Advisory,DC-STAFF,Oakline Foods,-209389
202505,Actual,LLP,Advisory,DC-SUBS,Oakline Foods,-60560
202505,Actual,LLP,Advisory,DC-EXP,Oakline Foods,-15711
202505,Actual,LLP,Advisory,REV-ADV,Bramwell Media,352105
202505,Actual,LLP,Advisory,DC-STAFF,Bramwell Media,-135182
202505,Actual,LLP,Advisory,DC-SUBS,Bramwell Media,-39098
202505,Actual,LLP,Advisory,DC-EXP,Bramwell Media,-10143
202505,Actual,LLP,Advisory,REV-ADV,Marrow Klein,229846
202505,Actual,LLP,Advisory,DC-STAFF,Marrow Klein,-83189
202505,Actual,LLP,Advisory,DC-SUBS,Marrow Klein,-24060
202505,Actual,LLP,Advisory,DC-EXP,Marrow Klein,-6242
202505,Actual,LLP,Advisory,REV-ADV,Vantis Retail,166272
202505,Actual,LLP,Advisory,DC-STAFF,Vantis Retail,-62617
202505,Actual,LLP,Advisory,DC-SUBS,Vantis Retail,-18110
202505,Actual,LLP,Advisory,DC-EXP,Vantis Retail,-4698
202505,Actual,PRJ,Projects,REV-PRJ,Harding & Co,459692
202505,Actual,PRJ,Projects,DC-STAFF,Harding & Co,-226782
202505,Actual,PRJ,Projects,DC-SUBS,Harding & Co,-65590
202505,Actual,PRJ,Projects,DC-EXP,Harding & Co,-17016
202505,Actual,PRJ,Projects,REV-PRJ,Delphi Works,234736
202505,Actual,PRJ,Projects,DC-STAFF,Delphi Works,-120965
202505,Actual,PRJ,Projects,DC-SUBS,Delphi Works,-34986
202505,Actual,PRJ,Projects,DC-EXP,Delphi Works,-9077
202505,Actual,PRJ,Projects,REV-PRJ,Corven Group,176052
202505,Actual,PRJ,Projects,DC-STAFF,Corven Group,-88143
202505,Actual,PRJ,Projects,DC-SUBS,Corven Group,-25493
202505,Actual,PRJ,Projects,DC-EXP,Corven Group,-6614
202505,Actual,LLP,Support,REV-SUP,Kelby Foods,146710
202505,Actual,LLP,Support,DC-STAFF,Kelby Foods,-75175
202505,Actual,LLP,Support,DC-SUBS,Kelby Foods,-21742
202505,Actual,LLP,Support,DC-EXP,Kelby Foods,-5641
202505,Actual,LLP,Support,REV-SUP,Ashfield Care,107588
202505,Actual,LLP,Support,DC-STAFF,Ashfield Care,-55917
202505,Actual,LLP,Support,DC-SUBS,Ashfield Care,-16172
202505,Actual,LLP,Support,DC-EXP,Ashfield Care,-4196
202505,Actual,LLP,Support,REV-SUP,Nyle Distribution,97807
202505,Actual,LLP,Support,DC-STAFF,Nyle Distribution,-54418
202505,Actual,LLP,Support,DC-SUBS,Nyle Distribution,-15739
202505,Actual,LLP,Support,DC-EXP,Nyle Distribution,-4083
202505,Actual,LLP,Support,REV-SUP,Castleton Retail,89004
202505,Actual,LLP,Support,DC-STAFF,Castleton Retail,-41039
202505,Actual,LLP,Support,DC-SUBS,Castleton Retail,-11869
202505,Actual,LLP,Support,DC-EXP,Castleton Retail,-3079
202505,Actual,LLP,Central,OH-ADMIN,,-273859
202505,Actual,MSL,Central,OH-ADMIN,,-164316
202505,Actual,PRJ,Central,OH-ADMIN,,-109544
202505,Actual,LLP,Central,OH-PREM,,-88026
202505,Actual,MSL,Central,OH-PREM,,-52816
202505,Actual,PRJ,Central,OH-PREM,,-35210
202505,Actual,LLP,Central,OH-TECH,,-70910
202505,Actual,MSL,Central,OH-TECH,,-42546
202505,Actual,PRJ,Central,OH-TECH,,-28364
202505,Actual,LLP,Central,OH-MKT,,-29342
202505,Actual,MSL,Central,OH-MKT,,-17605
202505,Actual,PRJ,Central,OH-MKT,,-11737
202505,Actual,LLP,Central,OH-PROF,,-14671
202505,Actual,MSL,Central,OH-PROF,,-8803
202505,Actual,PRJ,Central,OH-PROF,,-5868
202505,Actual,LLP,Central,OH-DEP,,-12226
202505,Actual,MSL,Central,OH-DEP,,-7336
202505,Actual,PRJ,Central,OH-DEP,,-4890
202505,Actual,LLP,Central,OH-OTHER,,-11248
202505,Actual,MSL,Central,OH-OTHER,,-6749
202505,Actual,PRJ,Central,OH-OTHER,,-4499
202505,Budget,MSL,Managed Services,REV-MAN,Peverel Group,672031
202505,Budget,MSL,Managed Services,DC-STAFF,Peverel Group,-269362
202505,Budget,MSL,Managed Services,DC-SUBS,Peverel Group,-77905
202505,Budget,MSL,Managed Services,DC-EXP,Peverel Group,-20211
202505,Budget,MSL,Managed Services,REV-MAN,Castleton Retail,546025
202505,Budget,MSL,Managed Services,DC-STAFF,Castleton Retail,-226861
202505,Budget,MSL,Managed Services,DC-SUBS,Castleton Retail,-65613
202505,Budget,MSL,Managed Services,DC-EXP,Castleton Retail,-17022
202505,Budget,MSL,Managed Services,REV-MAN,Trentham Group,315014
202505,Budget,MSL,Managed Services,DC-STAFF,Trentham Group,-133191
202505,Budget,MSL,Managed Services,DC-SUBS,Trentham Group,-38522
202505,Budget,MSL,Managed Services,DC-EXP,Trentham Group,-9994
202505,Budget,MSL,Managed Services,REV-MAN,Nyle Distribution,189009
202505,Budget,MSL,Managed Services,DC-STAFF,Nyle Distribution,-96540
202505,Budget,MSL,Managed Services,DC-SUBS,Nyle Distribution,-27921
202505,Budget,MSL,Managed Services,DC-EXP,Nyle Distribution,-7244
202505,Budget,MSL,Managed Services,REV-MAN,Ashfield Care,126006
202505,Budget,MSL,Managed Services,DC-STAFF,Ashfield Care,-59742
202505,Budget,MSL,Managed Services,DC-SUBS,Ashfield Care,-17279
202505,Budget,MSL,Managed Services,DC-EXP,Ashfield Care,-4483
202505,Budget,LLP,Advisory,REV-ADV,Oakline Foods,436159
202505,Budget,LLP,Advisory,DC-STAFF,Oakline Foods,-221973
202505,Budget,LLP,Advisory,DC-SUBS,Oakline Foods,-64199
202505,Budget,LLP,Advisory,DC-EXP,Oakline Foods,-16656
202505,Budget,LLP,Advisory,REV-ADV,Bramwell Media,378355
202505,Budget,LLP,Advisory,DC-STAFF,Bramwell Media,-142635
202505,Budget,LLP,Advisory,DC-SUBS,Bramwell Media,-41253
202505,Budget,LLP,Advisory,DC-EXP,Bramwell Media,-10702
202505,Budget,LLP,Advisory,REV-ADV,Marrow Klein,246981
202505,Budget,LLP,Advisory,DC-STAFF,Marrow Klein,-87678
202505,Budget,LLP,Advisory,DC-SUBS,Marrow Klein,-25358
202505,Budget,LLP,Advisory,DC-EXP,Marrow Klein,-6579
202505,Budget,LLP,Advisory,REV-ADV,Vantis Retail,178667
202505,Budget,LLP,Advisory,DC-STAFF,Vantis Retail,-66046
202505,Budget,LLP,Advisory,DC-SUBS,Vantis Retail,-19102
202505,Budget,LLP,Advisory,DC-EXP,Vantis Retail,-4956
202505,Budget,PRJ,Projects,REV-PRJ,Harding & Co,441748
202505,Budget,PRJ,Projects,DC-STAFF,Harding & Co,-203808
202505,Budget,PRJ,Projects,DC-SUBS,Harding & Co,-58946
202505,Budget,PRJ,Projects,DC-EXP,Harding & Co,-15293
202505,Budget,PRJ,Projects,REV-PRJ,Delphi Works,225573
202505,Budget,PRJ,Projects,DC-STAFF,Delphi Works,-109032
202505,Budget,PRJ,Projects,DC-SUBS,Delphi Works,-31535
202505,Budget,PRJ,Projects,DC-EXP,Delphi Works,-8181
202505,Budget,PRJ,Projects,REV-PRJ,Corven Group,169180
202505,Budget,PRJ,Projects,DC-STAFF,Corven Group,-79294
202505,Budget,PRJ,Projects,DC-SUBS,Corven Group,-22934
202505,Budget,PRJ,Projects,DC-EXP,Corven Group,-5950
202505,Budget,LLP,Support,REV-SUP,Kelby Foods,150431
202505,Budget,LLP,Support,DC-STAFF,Kelby Foods,-75940
202505,Budget,LLP,Support,DC-SUBS,Kelby Foods,-21964
202505,Budget,LLP,Support,DC-EXP,Kelby Foods,-5698
202505,Budget,LLP,Support,REV-SUP,Ashfield Care,110316
202505,Budget,LLP,Support,DC-STAFF,Ashfield Care,-56498
202505,Budget,LLP,Support,DC-SUBS,Ashfield Care,-16341
202505,Budget,LLP,Support,DC-EXP,Ashfield Care,-4239
202505,Budget,LLP,Support,REV-SUP,Nyle Distribution,100287
202505,Budget,LLP,Support,DC-STAFF,Nyle Distribution,-55038
202505,Budget,LLP,Support,DC-SUBS,Nyle Distribution,-15918
202505,Budget,LLP,Support,DC-EXP,Nyle Distribution,-4130
202505,Budget,LLP,Support,REV-SUP,Castleton Retail,91261
202505,Budget,LLP,Support,DC-STAFF,Castleton Retail,-41388
202505,Budget,LLP,Support,DC-SUBS,Castleton Retail,-11970
202505,Budget,LLP,Support,DC-EXP,Castleton Retail,-3106
202505,Budget,LLP,Central,OH-ADMIN,,-252896
202505,Budget,MSL,Central,OH-ADMIN,,-151737
202505,Budget,PRJ,Central,OH-ADMIN,,-101158
202505,Budget,LLP,Central,OH-PREM,,-85109
202505,Budget,MSL,Central,OH-PREM,,-51066
202505,Budget,PRJ,Central,OH-PREM,,-34044
202505,Budget,LLP,Central,OH-TECH,,-72951
202505,Budget,MSL,Central,OH-TECH,,-43770
202505,Budget,PRJ,Central,OH-TECH,,-29180
202505,Budget,LLP,Central,OH-MKT,,-43770
202505,Budget,MSL,Central,OH-MKT,,-26262
202505,Budget,PRJ,Central,OH-MKT,,-17508
202505,Budget,LLP,Central,OH-PROF,,-21885
202505,Budget,MSL,Central,OH-PROF,,-13131
202505,Budget,PRJ,Central,OH-PROF,,-8754
202505,Budget,LLP,Central,OH-OTHER,,-48634
202505,Budget,MSL,Central,OH-OTHER,,-29180
202505,Budget,PRJ,Central,OH-OTHER,,-19454
202506,Actual,MSL,Managed Services,REV-MAN,Peverel Group,612316
202506,Actual,MSL,Managed Services,DC-STAFF,Peverel Group,-249813
202506,Actual,MSL,Managed Services,DC-SUBS,Peverel Group,-72252
202506,Actual,MSL,Managed Services,DC-EXP,Peverel Group,-18745
202506,Actual,MSL,Managed Services,REV-MAN,Castleton Retail,497507
202506,Actual,MSL,Managed Services,DC-STAFF,Castleton Retail,-210267
202506,Actual,MSL,Managed Services,DC-SUBS,Castleton Retail,-60814
202506,Actual,MSL,Managed Services,DC-EXP,Castleton Retail,-15777
202506,Actual,MSL,Managed Services,REV-MAN,Trentham Group,287023
