date,rule_id,feed_code,run_seq,units_checked,units_failed,minutes_late
2026-04-14,R-032,LOY,1,1,0,0
2026-04-14,R-033,LOY,1,1845914,0,
2026-04-14,R-034,LOY,1,1845914,0,
2026-04-14,R-035,PRD,1,83851,0,
2026-04-14,R-036,PRD,1,1,0,0
2026-04-14,R-037,PRD,1,83851,0,
2026-04-14,R-038,PRD,1,83851,0,
2026-04-14,R-039,PRD,1,83851,0,
2026-04-14,R-040,STO,1,641,0,
2026-04-14,R-041,STO,1,1,0,0
2026-04-14,R-042,STO,1,641,0,
2026-04-14,R-043,STO,1,641,0,
2026-04-14,R-044,STO,1,641,0,
2026-04-14,R-045,ECOM,1,142013,0,
2026-04-14,R-046,ECOM,1,142013,0,
2026-04-14,R-047,EDI,1,8732,0,
2026-04-14,R-048,POS,1,2166793,0,
2026-04-15,R-001,POS,1,2242907,0,
2026-04-15,R-002,POS,1,4,0,0
2026-04-15,R-003,POS,1,2242907,0,
2026-04-15,R-004,POS,1,17223056,0,
2026-04-15,R-005,POS,1,2242907,0,
2026-04-15,R-006,POS,1,2242907,0,
2026-04-15,R-007,ECOM,1,140258,0,
2026-04-15,R-008,ECOM,1,140258,0,
2026-04-15,R-009,ECOM,1,140258,0,
2026-04-15,R-010,GL,1,92890,0,
2026-04-15,R-011,GL,1,92890,0,
2026-04-15,R-012,GL,1,1,0,0
2026-04-15,R-013,LOY,1,1846293,0,
2026-04-15,R-014,LOY,1,1846293,3688,
2026-04-15,R-015,LOY,1,1846293,0,
2026-04-15,R-016,ECOM,1,992166,0,
2026-04-15,R-017,EDI,1,3,0,0
2026-04-15,R-018,EDI,1,8505,0,
2026-04-15,R-019,EDI,1,8505,0,
2026-04-15,R-020,EDI,1,8505,0,
2026-04-15,R-022,EDI,1,1515960,0,
2026-04-15,R-023,ECOM,1,1,0,0
2026-04-15,R-024,GL,1,92890,0,
2026-04-15,R-025,GL,1,92890,0,
2026-04-15,R-026,GL,1,41113035,0,
2026-04-15,R-027,LOG,1,29726,0,
2026-04-15,R-028,LOG,1,2,0,0
2026-04-15,R-029,LOG,1,29726,0,
2026-04-15,R-030,LOG,1,29726,0,
2026-04-15,R-031,LOG,1,29726,0,
2026-04-15,R-032,LOY,1,1,0,0
2026-04-15,R-033,LOY,1,1846293,0,
2026-04-15,R-034,LOY,1,1846293,0,
2026-04-15,R-035,PRD,1,83859,0,
2026-04-15,R-036,PRD,1,1,0,0
2026-04-15,R-037,PRD,1,83859,0,
2026-04-15,R-038,PRD,1,83859,0,
2026-04-15,R-039,PRD,1,83859,0,
2026-04-15,R-040,STO,1,641,0,
2026-04-15,R-041,STO,1,1,0,0
2026-04-15,R-042,STO,1,641,0,
2026-04-15,R-043,STO,1,641,0,
2026-04-15,R-044,STO,1,641,0,
2026-04-15,R-045,ECOM,1,140258,0,
2026-04-15,R-046,ECOM,1,140258,0,
2026-04-15,R-047,EDI,1,8505,0,
2026-04-15,R-048,POS,1,2242907,0,
2026-04-16,R-001,POS,1,2315534,0,
2026-04-16,R-002,POS,1,4,0,0
2026-04-16,R-003,POS,1,2315534,0,
2026-04-16,R-004,POS,1,17767186,0,
2026-04-16,R-005,POS,1,2315534,0,
2026-04-16,R-006,POS,1,2315534,0,
2026-04-16,R-007,ECOM,1,139183,0,
2026-04-16,R-008,ECOM,1,139183,0,
2026-04-16,R-009,ECOM,1,139183,0,
2026-04-16,R-010,GL,1,89723,0,
2026-04-16,R-011,GL,1,89723,0,
2026-04-16,R-012,GL,1,1,0,0
2026-04-16,R-013,LOY,1,1846592,0,
2026-04-16,R-014,LOY,1,1846592,4144,
2026-04-16,R-015,LOY,1,1846592,0,
2026-04-16,R-016,ECOM,1,984938,0,
2026-04-16,R-017,EDI,1,3,0,0
2026-04-16,R-018,EDI,1,8372,0,
2026-04-16,R-019,EDI,1,8372,0,
2026-04-16,R-020,EDI,1,8372,0,
2026-04-16,R-022,EDI,1,1501038,0,
2026-04-16,R-023,ECOM,1,1,0,0
2026-04-16,R-024,GL,1,89723,0,
2026-04-16,R-025,GL,1,89723,0,
2026-04-16,R-026,GL,1,39720842,0,
2026-04-16,R-027,LOG,1,29883,0,
2026-04-16,R-028,LOG,1,2,0,0
2026-04-16,R-029,LOG,1,29883,0,
2026-04-16,R-030,LOG,1,29883,0,
2026-04-16,R-031,LOG,1,29883,0,
2026-04-16,R-032,LOY,1,1,0,0
2026-04-16,R-033,LOY,1,1846592,0,
2026-04-16,R-034,LOY,1,1846592,0,
2026-04-16,R-035,PRD,1,83870,0,
2026-04-16,R-036,PRD,1,1,0,0
2026-04-16,R-037,PRD,1,83870,0,
2026-04-16,R-038,PRD,1,83870,0,
2026-04-16,R-039,PRD,1,83870,0,
2026-04-16,R-040,STO,1,641,0,
2026-04-16,R-041,STO,1,1,0,0
2026-04-16,R-042,STO,1,641,0,
2026-04-16,R-043,STO,1,641,0,
2026-04-16,R-044,STO,1,641,0,
2026-04-16,R-045,ECOM,1,139183,0,
2026-04-16,R-046,ECOM,1,139183,0,
2026-04-16,R-047,EDI,1,8372,0,
2026-04-16,R-048,POS,1,2315534,0,
2026-04-17,R-001,POS,1,2616085,0,
2026-04-17,R-002,POS,1,4,0,0
2026-04-17,R-003,POS,1,2616085,0,
2026-04-17,R-004,POS,1,19905262,0,
2026-04-17,R-005,POS,1,2616085,0,
2026-04-17,R-006,POS,1,2616085,0,
2026-04-17,R-007,ECOM,1,141609,0,
2026-04-17,R-008,ECOM,1,141609,0,
2026-04-17,R-009,ECOM,1,141609,0,
2026-04-17,R-010,GL,1,97278,0,
2026-04-17,R-011,GL,1,97278,0,
2026-04-17,R-012,GL,1,1,0,0
2026-04-17,R-013,LOY,1,1846944,0,
2026-04-17,R-014,LOY,1,1846944,3518,
2026-04-17,R-015,LOY,1,1846944,0,
2026-04-17,R-016,ECOM,1,1003223,0,
2026-04-17,R-017,EDI,1,3,0,0
2026-04-17,R-018,EDI,1,9025,0,
2026-04-17,R-019,EDI,1,9025,0,
2026-04-17,R-020,EDI,1,9025,0,
2026-04-17,R-022,EDI,1,1612971,0,
2026-04-17,R-023,ECOM,1,1,0,0
2026-04-17,R-024,GL,1,97278,0,
2026-04-17,R-025,GL,1,97278,0,
2026-04-17,R-026,GL,1,43302310,0,
2026-04-17,R-027,LOG,1,30945,0,
2026-04-17,R-028,LOG,1,2,0,0
2026-04-17,R-029,LOG,1,30945,0,
2026-04-17,R-030,LOG,1,30945,0,
2026-04-17,R-031,LOG,1,30945,0,
2026-04-17,R-032,LOY,1,1,0,0
2026-04-17,R-033,LOY,1,1846944,0,
2026-04-17,R-034,LOY,1,1846944,0,
2026-04-17,R-035,PRD,1,83875,0,
2026-04-17,R-036,PRD,1,1,0,0
2026-04-17,R-037,PRD,1,83875,0,
2026-04-17,R-038,PRD,1,83875,0,
2026-04-17,R-039,PRD,1,83875,0,
2026-04-17,R-040,STO,1,641,0,
2026-04-17,R-041,STO,1,1,0,0
2026-04-17,R-042,STO,1,641,0,
2026-04-17,R-043,STO,1,641,0,
2026-04-17,R-044,STO,1,641,0,
2026-04-17,R-045,ECOM,1,141609,0,
2026-04-17,R-046,ECOM,1,141609,0,
2026-04-17,R-047,EDI,1,9025,0,
2026-04-17,R-048,POS,1,2616085,0,
2026-04-18,R-001,POS,1,2882297,0,
2026-04-18,R-002,POS,1,4,0,0
2026-04-18,R-003,POS,1,2882297,0,
2026-04-18,R-004,POS,1,22143222,0,
2026-04-18,R-005,POS,1,2882297,0,
2026-04-18,R-006,POS,1,2882297,0,
2026-04-18,R-007,ECOM,1,128338,0,
2026-04-18,R-008,ECOM,1,128338,0,
2026-04-18,R-009,ECOM,1,128338,0,
2026-04-18,R-013,LOY,1,1847245,0,
2026-04-18,R-014,LOY,1,1847245,4236,
2026-04-18,R-015,LOY,1,1847245,0,
2026-04-18,R-016,ECOM,1,908511,0,
2026-04-18,R-017,EDI,1,3,0,0
2026-04-18,R-018,EDI,1,7955,0,
2026-04-18,R-019,EDI,1,7955,0,
2026-04-18,R-020,EDI,1,7955,0,
2026-04-18,R-022,EDI,1,1422644,0,
2026-04-18,R-023,ECOM,1,1,0,0
2026-04-18,R-027,LOG,1,27854,0,
2026-04-18,R-028,LOG,1,2,0,0
2026-04-18,R-029,LOG,1,27854,0,
2026-04-18,R-030,LOG,1,27854,0,
2026-04-18,R-031,LOG,1,27854,0,
2026-04-18,R-032,LOY,1,1,0,0
2026-04-18,R-033,LOY,1,1847245,0,
2026-04-18,R-034,LOY,1,1847245,0,
2026-04-18,R-035,PRD,1,83879,0,
2026-04-18,R-036,PRD,1,1,0,0
2026-04-18,R-037,PRD,1,83879,0,
2026-04-18,R-038,PRD,1,83879,0,
2026-04-18,R-039,PRD,1,83879,0,
2026-04-18,R-040,STO,1,641,0,
2026-04-18,R-041,STO,1,1,0,0
2026-04-18,R-042,STO,1,641,0,
2026-04-18,R-043,STO,1,641,0,
2026-04-18,R-044,STO,1,641,0,
2026-04-18,R-045,ECOM,1,128338,0,
2026-04-18,R-046,ECOM,1,128338,0,
2026-04-18,R-047,EDI,1,7955,0,
2026-04-18,R-048,POS,1,2882297,0,
2026-04-19,R-001,POS,1,2364344,0,
2026-04-19,R-002,POS,1,4,0,0
2026-04-19,R-003,POS,1,2364344,0,
2026-04-19,R-004,POS,1,18064470,0,
2026-04-19,R-005,POS,1,2364344,0,
2026-04-19,R-006,POS,1,2364344,0,
2026-04-19,R-007,ECOM,1,145955,0,
2026-04-19,R-008,ECOM,1,145955,0,
2026-04-19,R-009,ECOM,1,145955,0,
2026-04-19,R-013,LOY,1,1847643,0,
2026-04-19,R-014,LOY,1,1847643,3767,
2026-04-19,R-015,LOY,1,1847643,0,
2026-04-19,R-016,ECOM,1,1027573,0,
2026-04-19,R-023,ECOM,1,1,0,0
2026-04-19,R-027,LOG,1,21113,0,
2026-04-19,R-028,LOG,1,2,0,0
2026-04-19,R-029,LOG,1,21113,0,
2026-04-19,R-030,LOG,1,21113,0,
2026-04-19,R-031,LOG,1,21113,0,
2026-04-19,R-032,LOY,1,1,0,0
2026-04-19,R-033,LOY,1,1847643,0,
2026-04-19,R-034,LOY,1,1847643,0,
2026-04-19,R-035,PRD,1,83886,0,
2026-04-19,R-036,PRD,1,1,0,0
2026-04-19,R-037,PRD,1,83886,0,
2026-04-19,R-038,PRD,1,83886,0,
2026-04-19,R-039,PRD,1,83886,0,
2026-04-19,R-040,STO,1,641,0,
2026-04-19,R-041,STO,1,1,0,0
2026-04-19,R-042,STO,1,641,0,
2026-04-19,R-043,STO,1,641,0,
2026-04-19,R-044,STO,1,641,0,
2026-04-19,R-045,ECOM,1,145955,0,
2026-04-19,R-046,ECOM,1,145955,0,
2026-04-19,R-048,POS,1,2364344,0,
2026-04-20,R-001,POS,1,2313691,0,
2026-04-20,R-002,POS,1,4,0,0
2026-04-20,R-003,POS,1,2313691,0,
2026-04-20,R-004,POS,1,17768060,0,
2026-04-20,R-005,POS,1,2313691,0,
2026-04-20,R-006,POS,1,2313691,0,
2026-04-20,R-007,ECOM,1,151900,0,
2026-04-20,R-008,ECOM,1,151900,0,
2026-04-20,R-009,ECOM,1,151900,0,
2026-04-20,R-010,GL,1,89745,0,
2026-04-20,R-011,GL,1,89745,0,
2026-04-20,R-012,GL,1,1,0,0
2026-04-20,R-013,LOY,1,1847993,0,
2026-04-20,R-014,LOY,1,1847993,3350,
2026-04-20,R-015,LOY,1,1847993,0,
2026-04-20,R-016,ECOM,1,1074871,0,
2026-04-20,R-017,EDI,1,3,0,0
2026-04-20,R-018,EDI,1,9868,0,
2026-04-20,R-019,EDI,1,9868,0,
2026-04-20,R-020,EDI,1,9868,0,
2026-04-20,R-022,EDI,1,1750151,0,
2026-04-20,R-023,ECOM,1,1,0,0
2026-04-20,R-024,GL,1,89745,0,
2026-04-20,R-025,GL,1,89745,0,
2026-04-20,R-026,GL,1,39845250,0,
2026-04-20,R-027,LOG,1,31467,0,
2026-04-20,R-028,LOG,1,2,0,0
2026-04-20,R-029,LOG,1,31467,0,
2026-04-20,R-030,LOG,1,31467,0,
2026-04-20,R-031,LOG,1,31467,0,
2026-04-20,R-032,LOY,1,1,0,0
2026-04-20,R-033,LOY,1,1847993,0,
2026-04-20,R-034,LOY,1,1847993,0,
2026-04-20,R-035,PRD,1,83896,0,
2026-04-20,R-036,PRD,1,1,0,0
2026-04-20,R-037,PRD,1,83896,0,
2026-04-20,R-038,PRD,1,83896,0,
2026-04-20,R-039,PRD,1,83896,0,
2026-04-20,R-040,STO,1,641,0,
2026-04-20,R-041,STO,1,1,0,0
2026-04-20,R-042,STO,1,641,0,
2026-04-20,R-043,STO,1,641,0,
2026-04-20,R-044,STO,1,641,0,
2026-04-20,R-045,ECOM,1,151900,0,
2026-04-20,R-046,ECOM,1,151900,0,
2026-04-20,R-047,EDI,1,9868,0,
2026-04-20,R-048,POS,1,2313691,0,
2026-04-21,R-001,POS,1,2168313,0,
2026-04-21,R-002,POS,1,4,0,0
2026-04-21,R-003,POS,1,2168313,0,
2026-04-21,R-004,POS,1,16493375,0,
2026-04-21,R-005,POS,1,2168313,0,
2026-04-21,R-006,POS,1,2168313,0,
2026-04-21,R-007,ECOM,1,139819,0,
2026-04-21,R-008,ECOM,1,139819,0,
2026-04-21,R-009,ECOM,1,139819,0,
2026-04-21,R-010,GL,1,90279,0,
2026-04-21,R-011,GL,1,90279,0,
2026-04-21,R-012,GL,1,1,0,0
2026-04-21,R-013,LOY,1,1848279,0,
2026-04-21,R-014,LOY,1,1848279,4048,
2026-04-21,R-015,LOY,1,1848279,0,
2026-04-21,R-016,ECOM,1,995101,0,
2026-04-21,R-017,EDI,1,3,0,18
2026-04-21,R-018,EDI,1,8893,0,
2026-04-21,R-019,EDI,1,8893,0,
2026-04-21,R-020,EDI,1,8893,0,
2026-04-21,R-022,EDI,1,1588104,0,
2026-04-21,R-023,ECOM,1,1,0,0
2026-04-21,R-024,GL,1,90279,0,
2026-04-21,R-025,GL,1,90279,0,
2026-04-21,R-026,GL,1,39969181,0,
2026-04-21,R-027,LOG,1,30178,0,
2026-04-21,R-028,LOG,1,2,0,0
2026-04-21,R-029,LOG,1,30178,0,
2026-04-21,R-030,LOG,1,30178,0,
2026-04-21,R-031,LOG,1,30178,0,
2026-04-21,R-032,LOY,1,1,0,0
2026-04-21,R-033,LOY,1,1848279,0,
2026-04-21,R-034,LOY,1,1848279,0,
2026-04-21,R-035,PRD,1,83907,0,
2026-04-21,R-036,PRD,1,1,0,0
2026-04-21,R-037,PRD,1,83907,0,
2026-04-21,R-038,PRD,1,83907,0,
2026-04-21,R-039,PRD,1,83907,0,
2026-04-21,R-040,STO,1,641,0,
2026-04-21,R-041,STO,1,1,0,0
2026-04-21,R-042,STO,1,641,0,
2026-04-21,R-043,STO,1,641,0,
2026-04-21,R-044,STO,1,641,0,
2026-04-21,R-045,ECOM,1,139819,0,
2026-04-21,R-046,ECOM,1,139819,0,
2026-04-21,R-047,EDI,1,8893,0,
2026-04-21,R-048,POS,1,2168313,0,
2026-04-22,R-001,POS,1,2208174,0,
2026-04-22,R-002,POS,1,4,0,0
2026-04-22,R-003,POS,1,2208174,0,
2026-04-22,R-004,POS,1,16927768,0,
2026-04-22,R-005,POS,1,2208174,0,
2026-04-22,R-006,POS,1,2208174,0,
2026-04-22,R-007,ECOM,1,136029,0,
2026-04-22,R-008,ECOM,1,136029,0,
2026-04-22,R-009,ECOM,1,136029,0,
2026-04-22,R-010,GL,1,89365,0,
2026-04-22,R-011,GL,1,89365,0,
2026-04-22,R-012,GL,1,1,0,0
2026-04-22,R-013,LOY,1,1848658,0,
2026-04-22,R-014,LOY,1,1848658,4063,
2026-04-22,R-015,LOY,1,1848658,0,
2026-04-22,R-016,ECOM,1,966202,0,
2026-04-22,R-017,EDI,1,3,0,0
2026-04-22,R-018,EDI,1,8661,0,
2026-04-22,R-019,EDI,1,8661,0,
2026-04-22,R-020,EDI,1,8661,0,
2026-04-22,R-022,EDI,1,1548049,0,
2026-04-22,R-023,ECOM,1,1,0,0
2026-04-22,R-024,GL,1,89365,0,
2026-04-22,R-025,GL,1,89365,0,
2026-04-22,R-026,GL,1,39741398,0,
2026-04-22,R-027,LOG,1,29907,0,
2026-04-22,R-028,LOG,1,2,0,0
2026-04-22,R-029,LOG,1,29907,0,
2026-04-22,R-030,LOG,1,29907,0,
2026-04-22,R-031,LOG,1,29907,0,
2026-04-22,R-032,LOY,1,1,0,0
2026-04-22,R-033,LOY,1,1848658,0,
2026-04-22,R-034,LOY,1,1848658,0,
2026-04-22,R-035,PRD,1,83917,0,
2026-04-22,R-036,PRD,1,1,0,0
2026-04-22,R-037,PRD,1,83917,0,
2026-04-22,R-038,PRD,1,83917,0,
2026-04-22,R-039,PRD,1,83917,0,
2026-04-22,R-040,STO,1,641,0,
2026-04-22,R-041,STO,1,1,0,0
2026-04-22,R-042,STO,1,641,0,
2026-04-22,R-043,STO,1,641,0,
2026-04-22,R-044,STO,1,641,0,
2026-04-22,R-045,ECOM,1,136029,0,
2026-04-22,R-046,ECOM,1,136029,0,
2026-04-22,R-047,EDI,1,8661,0,
2026-04-22,R-048,POS,1,2208174,0,
2026-04-23,R-001,POS,1,2258157,0,
2026-04-23,R-002,POS,1,4,0,0
2026-04-23,R-003,POS,1,2258157,0,
2026-04-23,R-004,POS,1,17256002,0,
2026-04-23,R-005,POS,1,2258157,0,
2026-04-23,R-006,POS,1,2258157,0,
2026-04-23,R-007,ECOM,1,142968,0,
2026-04-23,R-008,ECOM,1,142968,0,
2026-04-23,R-009,ECOM,1,142968,0,
2026-04-23,R-010,GL,1,91661,0,
2026-04-23,R-011,GL,1,91661,0,
2026-04-23,R-012,GL,1,1,0,0
2026-04-23,R-013,LOY,1,1849003,0,
2026-04-23,R-014,LOY,1,1849003,3854,
2026-04-23,R-015,LOY,1,1849003,0,
2026-04-23,R-016,ECOM,1,1014805,0,
2026-04-23,R-017,EDI,1,3,0,0
2026-04-23,R-018,EDI,1,8417,0,
2026-04-23,R-019,EDI,1,8417,0,
2026-04-23,R-020,EDI,1,8417,0,
2026-04-23,R-022,EDI,1,1493321,0,
2026-04-23,R-023,ECOM,1,1,0,0
2026-04-23,R-024,GL,1,91661,0,
2026-04-23,R-025,GL,1,91661,0,
2026-04-23,R-026,GL,1,40846197,0,
2026-04-23,R-027,LOG,1,30935,0,
2026-04-23,R-028,LOG,1,2,0,0
2026-04-23,R-029,LOG,1,30935,0,
2026-04-23,R-030,LOG,1,30935,0,
2026-04-23,R-031,LOG,1,30935,0,
2026-04-23,R-032,LOY,1,1,0,0
2026-04-23,R-033,LOY,1,1849003,0,
2026-04-23,R-034,LOY,1,1849003,0,
2026-04-23,R-035,PRD,1,83918,0,
2026-04-23,R-036,PRD,1,1,0,0
2026-04-23,R-037,PRD,1,83918,0,
2026-04-23,R-038,PRD,1,83918,0,
2026-04-23,R-039,PRD,1,83918,0,
2026-04-23,R-040,STO,1,641,0,
2026-04-23,R-041,STO,1,1,0,0
2026-04-23,R-042,STO,1,641,0,
2026-04-23,R-043,STO,1,641,0,
2026-04-23,R-044,STO,1,641,0,
2026-04-23,R-045,ECOM,1,142968,0,
2026-04-23,R-046,ECOM,1,142968,0,
2026-04-23,R-047,EDI,1,8417,0,
2026-04-23,R-048,POS,1,2258157,0,
2026-04-24,R-001,POS,1,2614620,0,
2026-04-24,R-002,POS,1,4,0,0
2026-04-24,R-003,POS,1,2614620,0,
2026-04-24,R-004,POS,1,20019166,0,
2026-04-24,R-005,POS,1,2614620,0,
2026-04-24,R-006,POS,1,2614620,0,
2026-04-24,R-007,ECOM,1,147540,0,
2026-04-24,R-008,ECOM,1,147540,0,
2026-04-24,R-009,ECOM,1,147540,0,
2026-04-24,R-010,GL,1,97758,0,
2026-04-24,R-011,GL,1,97758,0,
2026-04-24,R-012,GL,1,1,0,0
2026-04-24,R-013,LOY,1,1849365,0,
2026-04-24,R-014,LOY,1,1849365,3677,
2026-04-24,R-015,LOY,1,1849365,0,
2026-04-24,R-016,ECOM,1,1044017,0,
2026-04-24,R-017,EDI,1,3,0,0
2026-04-24,R-018,EDI,1,8938,0,
2026-04-24,R-019,EDI,1,8938,0,
2026-04-24,R-020,EDI,1,8938,0,
2026-04-24,R-022,EDI,1,1598240,0,
2026-04-24,R-023,ECOM,1,1,0,0
2026-04-24,R-024,GL,1,97758,0,
2026-04-24,R-025,GL,1,97758,0,
2026-04-24,R-026,GL,1,43227551,0,
2026-04-24,R-027,LOG,1,30612,0,
2026-04-24,R-028,LOG,1,2,0,0
2026-04-24,R-029,LOG,1,30612,0,
2026-04-24,R-030,LOG,1,30612,0,
2026-04-24,R-031,LOG,1,30612,0,
2026-04-24,R-032,LOY,1,1,0,0
2026-04-24,R-033,LOY,1,1849365,0,
2026-04-24,R-034,LOY,1,1849365,0,
2026-04-24,R-035,PRD,1,83921,0,
2026-04-24,R-036,PRD,1,1,0,0
2026-04-24,R-037,PRD,1,83921,0,
2026-04-24,R-038,PRD,1,83921,0,
2026-04-24,R-039,PRD,1,83921,0,
2026-04-24,R-040,STO,1,641,0,
2026-04-24,R-041,STO,1,1,0,0
2026-04-24,R-042,STO,1,641,0,
2026-04-24,R-043,STO,1,641,0,
2026-04-24,R-044,STO,1,641,0,
2026-04-24,R-045,ECOM,1,147540,0,
2026-04-24,R-046,ECOM,1,147540,0,
2026-04-24,R-047,EDI,1,8938,0,
2026-04-24,R-048,POS,1,2614620,0,
2026-04-25,R-001,POS,1,2846509,0,
2026-04-25,R-002,POS,1,4,0,0
2026-04-25,R-003,POS,1,2846509,0,
2026-04-25,R-004,POS,1,21629916,0,
2026-04-25,R-005,POS,1,2846509,0,
2026-04-25,R-006,POS,1,2846509,0,
2026-04-25,R-007,ECOM,1,127744,0,
2026-04-25,R-008,ECOM,1,127744,0,
2026-04-25,R-009,ECOM,1,127744,0,
2026-04-25,R-013,LOY,1,1849746,0,
2026-04-25,R-014,LOY,1,1849746,4299,
2026-04-25,R-015,LOY,1,1849746,0,
2026-04-25,R-016,ECOM,1,903528,0,
2026-04-25,R-017,EDI,1,3,0,0
2026-04-25,R-018,EDI,1,8042,0,
2026-04-25,R-019,EDI,1,8042,0,
2026-04-25,R-020,EDI,1,8042,0,
2026-04-25,R-022,EDI,1,1433412,0,
2026-04-25,R-023,ECOM,1,1,0,0
2026-04-25,R-027,LOG,1,28013,0,
2026-04-25,R-028,LOG,1,2,0,0
2026-04-25,R-029,LOG,1,28013,0,
2026-04-25,R-030,LOG,1,28013,0,
2026-04-25,R-031,LOG,1,28013,0,
2026-04-25,R-032,LOY,1,1,0,0
2026-04-25,R-033,LOY,1,1849746,0,
2026-04-25,R-034,LOY,1,1849746,0,
2026-04-25,R-035,PRD,1,83931,0,
2026-04-25,R-036,PRD,1,1,0,0
2026-04-25,R-037,PRD,1,83931,0,
2026-04-25,R-038,PRD,1,83931,0,
2026-04-25,R-039,PRD,1,83931,0,
2026-04-25,R-040,STO,1,641,0,
2026-04-25,R-041,STO,1,1,0,0
2026-04-25,R-042,STO,1,641,0,
2026-04-25,R-043,STO,1,641,0,
2026-04-25,R-044,STO,1,641,0,
2026-04-25,R-045,ECOM,1,127744,0,
2026-04-25,R-046,ECOM,1,127744,0,
2026-04-25,R-047,EDI,1,8042,0,
2026-04-25,R-048,POS,1,2846509,0,
2026-04-26,R-001,POS,1,2404025,0,
2026-04-26,R-002,POS,1,4,0,0
2026-04-26,R-003,POS,1,2404025,0,
2026-04-26,R-004,POS,1,18272052,0,
2026-04-26,R-005,POS,1,2404025,0,
2026-04-26,R-006,POS,1,2404025,0,
2026-04-26,R-007,ECOM,1,148346,0,
2026-04-26,R-008,ECOM,1,148346,0,
2026-04-26,R-009,ECOM,1,148346,0,
2026-04-26,R-013,LOY,1,1850072,0,
2026-04-26,R-014,LOY,1,1850072,4167,
2026-04-26,R-015,LOY,1,1850072,0,
2026-04-26,R-016,ECOM,1,1044924,0,
2026-04-26,R-023,ECOM,1,1,0,0
2026-04-26,R-027,LOG,1,21389,0,
2026-04-26,R-028,LOG,1,2,0,0
2026-04-26,R-029,LOG,1,21389,0,
2026-04-26,R-030,LOG,1,21389,0,
2026-04-26,R-031,LOG,1,21389,0,
2026-04-26,R-032,LOY,1,1,0,0
2026-04-26,R-033,LOY,1,1850072,0,
2026-04-26,R-034,LOY,1,1850072,0,
2026-04-26,R-035,PRD,1,83933,0,
2026-04-26,R-036,PRD,1,1,0,0
2026-04-26,R-037,PRD,1,83933,0,
2026-04-26,R-038,PRD,1,83933,0,
2026-04-26,R-039,PRD,1,83933,0,
2026-04-26,R-040,STO,1,641,0,
2026-04-26,R-041,STO,1,1,0,0
2026-04-26,R-042,STO,1,641,0,
2026-04-26,R-043,STO,1,641,0,
2026-04-26,R-044,STO,1,641,0,
2026-04-26,R-045,ECOM,1,148346,0,
2026-04-26,R-046,ECOM,1,148346,0,
2026-04-26,R-048,POS,1,2404025,0,
2026-04-27,R-001,POS,1,2235723,0,
2026-04-27,R-002,POS,1,4,0,0
2026-04-27,R-003,POS,1,2235723,0,
2026-04-27,R-004,POS,1,17138562,0,
2026-04-27,R-005,POS,1,2235723,0,
2026-04-27,R-006,POS,1,2235723,0,
2026-04-27,R-007,ECOM,1,156286,0,
2026-04-27,R-008,ECOM,1,156286,0,
2026-04-27,R-009,ECOM,1,156286,0,
2026-04-27,R-010,GL,1,90510,0,
2026-04-27,R-011,GL,1,90510,0,
2026-04-27,R-012,GL,1,1,0,0
2026-04-27,R-013,LOY,1,1850356,0,
2026-04-27,R-014,LOY,1,1850356,3667,
2026-04-27,R-015,LOY,1,1850356,0,
2026-04-27,R-016,ECOM,1,1105755,0,
2026-04-27,R-017,EDI,1,3,0,0
2026-04-27,R-018,EDI,1,10289,0,
2026-04-27,R-019,EDI,1,10289,0,
2026-04-27,R-020,EDI,1,10289,0,
2026-04-27,R-022,EDI,1,1830440,0,
2026-04-27,R-023,ECOM,1,1,0,0
2026-04-27,R-024,GL,1,90510,0,
2026-04-27,R-025,GL,1,90510,0,
2026-04-27,R-026,GL,1,39960597,0,
2026-04-27,R-027,LOG,1,30691,0,
2026-04-27,R-028,LOG,1,2,0,0
2026-04-27,R-029,LOG,1,30691,0,
2026-04-27,R-030,LOG,1,30691,0,
2026-04-27,R-031,LOG,1,30691,0,
2026-04-27,R-032,LOY,1,1,0,0
2026-04-27,R-033,LOY,1,1850356,0,
2026-04-27,R-034,LOY,1,1850356,0,
2026-04-27,R-035,PRD,1,83933,0,
2026-04-27,R-036,PRD,1,1,0,0
2026-04-27,R-037,PRD,1,83933,0,
2026-04-27,R-038,PRD,1,83933,0,
2026-04-27,R-039,PRD,1,83933,0,
2026-04-27,R-040,STO,1,641,0,
2026-04-27,R-041,STO,1,1,0,0
2026-04-27,R-042,STO,1,641,0,
2026-04-27,R-043,STO,1,641,0,
2026-04-27,R-044,STO,1,641,0,
2026-04-27,R-045,ECOM,1,156286,0,
2026-04-27,R-046,ECOM,1,156286,0,
2026-04-27,R-047,EDI,1,10289,0,
2026-04-27,R-048,POS,1,2235723,0,
2026-04-28,R-001,POS,1,2154761,0,
2026-04-28,R-002,POS,1,4,0,0
2026-04-28,R-003,POS,1,2154761,0,
2026-04-28,R-004,POS,1,16511876,0,
2026-04-28,R-005,POS,1,2154761,0,
2026-04-28,R-006,POS,1,2154761,0,
2026-04-28,R-007,ECOM,1,139100,0,
2026-04-28,R-008,ECOM,1,139100,0,
2026-04-28,R-009,ECOM,1,139100,0,
2026-04-28,R-010,GL,1,89944,0,
2026-04-28,R-011,GL,1,89944,0,
2026-04-28,R-012,GL,1,1,0,0
2026-04-28,R-013,LOY,1,1850741,0,
2026-04-28,R-014,LOY,1,1850741,3346,
