date,feed_code,source_rows,warehouse_rows,source_amount,warehouse_amount,files_expected,files_received,arrival_time_raw
2026-06-01,LOG,31761,31761,,,2,2,04:52:20
2026-06-01,LOY,1862639,1862639,,,1,1,03:30
2026-06-01,PRD,84121,84121,,,1,1,02:46
2026-06-01,STO,642,642,,,1,1,03:04
2026-06-02,POS,2167555,2167555,16500924,16500924,4,4,03:55
2026-06-02,ECOM,140836,140836,999968,999968,1,1,04:07
2026-06-02,GL,91561,91561,40819226,40819226,1,1,02:34
2026-06-02,EDI,8938,8938,1599751,1599751,3,3,04:39
2026-06-02,LOG,31747,31747,,,2,2,4:50
2026-06-02,LOY,1863036,1863036,,,1,1,03:32
2026-06-02,PRD,84129,84129,,,1,1,02:52
2026-06-02,STO,642,642,,,1,1,02:57
2026-06-03,POS,2275019,2275019,17357259,17357259,4,4,03:58
2026-06-03,ECOM,136901,136901,971233,971233,1,1,04:20
2026-06-03,GL,92457,92457,41226134,41226134,1,1,02:24
2026-06-03,EDI,8563,8563,1535074,1535074,3,3,05:12
2026-06-03,LOG,29694,29694,,,2,2,04:51
2026-06-03,LOY,1863324,1863324,,,1,1,03:30
2026-06-03,PRD,84141,84141,,,1,1,02:56
2026-06-03,STO,642,642,,,1,1,03:01
2026-06-04,POS,2309043,2309043,17602602,17602602,4,4,04:04
2026-06-04,ECOM,143803,143803,1023007,1023007,1,1,04:07
2026-06-04,GL,92515,92515,41289675,41289675,1,1,02:33
2026-06-04,EDI,8467,8467,1518007,1518007,3,3,04:37
2026-06-04,LOG,30199,30199,,,2,2,04:40:52
2026-06-04,LOY,1863722,1863722,,,1,1,03:13
2026-06-04,PRD,84141,84141,,,1,1,02:55
2026-06-04,STO,642,642,,,1,1,02:57
2026-06-05,POS,2553068,2553068,19483148,19483148,4,4,03:47
2026-06-05,ECOM,148117,148117,1054501,1054501,1,1,04:16
2026-06-05,GL,97264,97264,43330324,43330324,1,1,02:38
2026-06-05,EDI,8970,8970,1590289,1590289,3,3,04:28
2026-06-05,LOG,30719,30719,,,2,2,5:11
2026-06-05,LOY,1864130,1864130,,,1,1,03:18
2026-06-05,PRD,84149,84149,,,1,1,02:41
2026-06-05,STO,642,642,,,1,1,02:49
2026-06-06,POS,2963534,2963534,22548777,22548777,4,4,03:43
2026-06-06,ECOM,133108,133108,941578,941578,1,1,04:11
2026-06-06,EDI,7872,7872,1409122,1409122,3,3,04:23
2026-06-06,LOG,28083,28083,,,2,2,04:49
2026-06-06,LOY,1864527,1864527,,,1,1,03:33
2026-06-06,PRD,84154,84154,,,1,1,02:45
2026-06-06,STO,642,642,,,1,1,02:52
2026-06-07,POS,2431781,2431781,18635987,18635987,4,4,03:52
2026-06-07,ECOM,146520,146520,1040213,1040213,1,1,04:11
2026-06-07,LOG,21209,21209,,,2,2,04:32:05
2026-06-07,LOY,1864920,1864920,,,1,1,03:23
2026-06-07,PRD,84165,84165,,,1,1,02:58
2026-06-07,STO,642,642,,,1,1,03:02
2026-06-08,POS,2314711,2314711,17775796,17775796,4,4,03:54
2026-06-08,ECOM,153685,153685,1082762,1082762,1,1,04:08
2026-06-08,GL,93342,93342,41619915,41619915,1,1,02:43
2026-06-08,EDI,10077,10077,1792726,1792726,3,3,05:17
2026-06-08,LOG,31313,31313,,,2,2,4:38
2026-06-08,LOY,1865278,1865278,,,1,1,03:16
2026-06-08,PRD,84172,84172,,,1,1,02:49
2026-06-08,STO,642,642,,,1,1,02:46
2026-06-09,POS,2183693,2183693,16601698,16601698,4,4,03:59
2026-06-09,ECOM,145606,145606,1026393,1026393,1,1,04:15
2026-06-09,GL,90140,90140,39882972,39882972,1,1,02:37
2026-06-09,EDI,8874,8874,1589986,1589986,3,3,04:29
2026-06-09,LOG,31701,31701,,,2,2,04:32
2026-06-09,LOY,1865647,1865647,,,1,1,03:12
2026-06-09,PRD,84183,84183,,,1,1,03:00
2026-06-09,STO,642,642,,,1,1,02:59
2026-06-10,POS,2233101,2233101,17024741,17024741,4,4,03:49
2026-06-10,ECOM,138628,138628,982308,982308,1,1,04:03
2026-06-10,GL,92061,92061,40657660,40657660,1,1,02:34
2026-06-10,EDI,8800,8800,1576841,1576841,3,3,04:22
2026-06-10,LOG,30022,30022,,,2,2,04:30:14
2026-06-10,LOY,1866000,1866000,,,1,1,03:27
2026-06-10,PRD,84192,84192,,,1,1,03:03
2026-06-10,STO,642,642,,,1,1,02:47
2026-06-11,POS,2302437,2302437,17536863,17536863,4,4,03:45
2026-06-11,ECOM,144395,144395,1021005,1021005,1,1,04:00
2026-06-11,GL,93323,93323,41319843,41319843,1,1,02:42
2026-06-11,EDI,8454,8454,1498661,1498661,3,3,05:05
2026-06-11,LOG,30526,30526,,,2,2,4:44
2026-06-11,LOY,1866321,1866321,,,1,1,03:13
2026-06-11,PRD,84204,84204,,,1,1,02:49
2026-06-11,STO,642,642,,,1,1,02:51
2026-06-12,POS,2651125,2651125,20305230,20305230,4,4,03:53
2026-06-12,ECOM,146372,146372,1040679,1040679,1,1,04:05
2026-06-12,GL,98992,98992,44173323,44173323,1,1,02:42
2026-06-12,EDI,8973,8973,1598309,1598309,3,3,04:28
2026-06-12,LOG,31137,31137,,,2,2,04:30
2026-06-12,LOY,1866678,1866678,,,1,1,03:25
2026-06-12,PRD,84205,84205,,,1,1,02:45
2026-06-12,STO,642,642,,,1,1,02:49
2026-06-13,POS,2962887,2962887,22642633,22642633,4,4,04:01
2026-06-13,ECOM,132221,132221,933074,933074,1,1,04:11
2026-06-13,EDI,8104,8104,1453568,1453568,3,3,04:39
2026-06-13,LOG,28255,28255,,,2,2,04:52:05
2026-06-13,LOY,1867058,1867058,,,1,1,03:22
2026-06-13,PRD,84206,84206,,,1,1,02:53
2026-06-13,STO,642,642,,,1,1,02:48
2026-06-14,POS,2472134,2422094,18836562,18454256,4,4,03:50
2026-06-14,ECOM,146428,146428,1033178,1033178,1,1,04:05
2026-06-14,LOG,21429,21429,,,2,2,4:36
2026-06-14,LOY,1867355,1867355,,,1,1,03:15
2026-06-14,PRD,84208,84208,,,1,1,03:02
2026-06-14,STO,642,642,,,1,1,02:57
2026-06-15,POS,2275809,2275809,17322332,17322332,4,4,03:46
2026-06-15,ECOM,152896,152896,1082263,1082263,1,1,04:09
2026-06-15,GL,92989,92989,41184471,41184471,1,1,02:31
2026-06-15,EDI,9917,9917,1759790,1759790,3,3,04:21
2026-06-15,LOG,31504,31504,,,2,2,04:33
2026-06-15,LOY,1867715,1867715,,,1,1,03:29
2026-06-15,PRD,84218,84218,,,1,1,02:55
2026-06-15,STO,642,642,,,1,1,02:46
2026-06-16,POS,2175426,2175426,16685344,16685344,4,4,04:01
2026-06-16,ECOM,141887,141887,1001743,1001743,1,1,04:01
2026-06-16,GL,92251,92251,41108899,41108899,1,1,02:26
2026-06-16,EDI,8976,8976,1597414,1597414,3,3,04:33
2026-06-16,LOG,31104,31104,,,2,2,04:40:33
2026-06-16,LOY,1868094,1868094,,,1,1,03:13
2026-06-16,PRD,84218,84218,,,1,1,02:59
2026-06-16,STO,642,642,,,1,1,02:47
2026-06-17,POS,2196884,2196884,16862274,16862274,4,4,03:52
2026-06-17,ECOM,136482,136482,965261,965261,1,1,04:16
2026-06-17,GL,92593,92593,41352173,41352173,1,1,02:42
2026-06-17,EDI,8796,8796,1567663,1567663,3,3,04:36
2026-06-17,LOG,30201,30201,,,2,2,4:43
2026-06-17,LOY,1868386,1868386,,,1,1,03:14
2026-06-17,PRD,84225,84225,,,1,1,02:44
2026-06-17,STO,642,642,,,1,1,02:42
2026-06-18,POS,2342246,2342246,17804130,17804130,4,4,04:02
2026-06-18,ECOM,138247,138247,975231,975231,1,1,04:19
2026-06-18,GL,89968,89968,39707092,39707092,1,1,02:38
2026-06-18,EDI,8470,8470,1511673,1511673,3,3,05:26
2026-06-18,LOG,31135,31135,,,2,2,04:34
2026-06-18,LOY,1868712,1868712,,,1,1,03:12
2026-06-18,PRD,84232,84232,,,1,1,03:03
2026-06-18,STO,642,642,,,1,1,03:03
2026-06-19,POS,2636972,2636972,20068955,20068955,4,4,03:45
2026-06-19,ECOM,145306,145306,1030202,1030202,1,1,04:21
2026-06-19,GL,96122,96122,42911770,42911770,1,1,02:28
2026-06-19,EDI,8796,8796,1574323,1574323,3,3,04:30
2026-06-19,LOG,31798,31798,,,2,2,04:53:43
2026-06-19,LOY,1869121,1869121,,,1,1,03:28
2026-06-19,PRD,84238,84238,,,1,1,02:47
2026-06-19,STO,642,642,,,1,1,02:56
2026-06-20,POS,2969696,2969696,22642210,22642210,4,4,04:01
2026-06-20,ECOM,128576,128576,909518,909518,1,1,03:59
2026-06-20,EDI,8005,8005,1432509,1432509,3,3,04:30
2026-06-20,LOG,28377,28377,,,2,2,4:31
2026-06-20,LOY,1869484,1869484,,,1,1,03:30
2026-06-20,PRD,84250,84250,,,1,1,02:42
2026-06-20,STO,642,642,,,1,1,02:49
2026-06-21,POS,2442251,2442251,18549941,18549941,4,4,03:57
2026-06-21,ECOM,153056,153056,1089001,1089001,1,1,04:13
2026-06-21,LOG,21274,21274,,,2,2,04:33
2026-06-21,LOY,1869837,1869837,,,1,1,03:25
2026-06-21,PRD,84250,84250,,,1,1,03:00
2026-06-21,STO,642,642,,,1,1,03:05
2026-06-22,POS,2293386,2293386,17462215,17462215,4,4,03:52
2026-06-22,ECOM,156485,156485,1110194,1110194,1,1,04:21
2026-06-22,GL,93403,93403,41717985,41717985,1,1,02:30
2026-06-22,EDI,9124,8837,1631540,1580214,3,3,04:34
2026-06-22,LOG,31711,31711,,,2,2,04:36:07
2026-06-22,LOY,1870125,1870125,,,1,1,03:28
2026-06-22,PRD,84261,84261,,,1,1,02:54
2026-06-22,STO,642,642,,,1,1,02:45
2026-06-23,POS,2192154,2192154,16718727,16718727,4,4,03:46
2026-06-23,ECOM,141731,141731,1002929,1002929,1,1,04:17
2026-06-23,GL,91398,91398,40502064,40502064,1,1,02:44
2026-06-23,EDI,8961,8961,1590120,1590120,3,3,04:23
2026-06-23,LOG,30726,30726,,,2,2,4:34
2026-06-23,LOY,1870457,1870457,,,1,1,03:25
2026-06-23,PRD,84271,84271,,,1,1,02:54
2026-06-23,STO,642,642,,,1,1,02:54
2026-06-24,POS,2275437,2275437,17436242,17436242,4,4,04:02
2026-06-24,ECOM,138875,138875,984182,984182,1,1,04:20
2026-06-24,GL,94421,94421,41721252,41721252,1,1,02:39
2026-06-24,EDI,8498,8498,1523930,1523460,3,3,04:41
2026-06-24,LOG,30323,30323,,,2,2,05:20
2026-06-24,LOY,1870810,1870810,,,1,1,03:32
2026-06-24,PRD,84273,84273,,,1,1,02:56
2026-06-24,STO,642,642,,,1,1,03:04
2026-06-25,POS,2329949,2329949,17833416,17833416,4,4,03:43
2026-06-25,ECOM,143486,143486,1017786,1017786,1,1,04:22
2026-06-25,GL,93202,93202,41137725,41137725,1,1,02:37
2026-06-25,EDI,8489,8489,1508752,1508752,3,3,04:38
2026-06-25,LOG,30164,30164,,,2,2,04:31:37
2026-06-25,LOY,1871134,1871134,,,1,1,03:15
2026-06-25,PRD,84276,84276,,,1,1,03:00
2026-06-25,STO,642,642,,,1,1,02:47
2026-06-26,POS,2603026,2603026,19943849,19943849,4,4,03:47
2026-06-26,ECOM,147993,147993,1045461,1045461,1,1,04:18
2026-06-26,GL,96344,96344,43002110,43002110,1,1,02:44
2026-06-26,EDI,8819,8819,1569128,1569128,3,3,05:14
2026-06-26,LOG,30928,30928,,,2,2,4:50
2026-06-26,LOY,1871500,1871500,,,1,1,03:13
2026-06-26,PRD,84288,84288,,,1,1,02:43
2026-06-26,STO,642,642,,,1,1,03:02
2026-06-27,POS,2850510,2850510,21884651,21884651,4,4,03:43
2026-06-27,ECOM,132450,132449,940956,940817,1,1,04:18
2026-06-27,EDI,7860,7860,1399334,1399334,3,3,04:22
2026-06-27,LOG,28275,28275,,,2,2,04:35
2026-06-27,LOY,1871846,1871846,,,1,1,03:16
2026-06-27,PRD,84298,84298,,,1,1,02:57
2026-06-27,STO,642,642,,,1,1,03:00
2026-06-28,POS,2476552,2476552,18962603,18962603,4,4,03:44
2026-06-28,ECOM,146360,146358,1030923,1030663,1,1,04:12
2026-06-28,LOG,21899,21899,,,2,2,04:31:50
2026-06-28,LOY,1872145,1872145,,,1,1,03:16
2026-06-28,PRD,84310,84310,,,1,1,03:01
2026-06-28,STO,642,642,,,1,1,02:52
2026-06-29,POS,2412384,2412384,18424913,18424913,4,4,03:49
2026-06-29,ECOM,148062,148059,1048650,1048238,1,1,05:07
2026-06-29,GL,96410,96410,42806114,42806114,1,1,02:41
2026-06-29,EDI,8940,7736,1594208,1379600,3,2,05:41
2026-06-29,LOG,31254,31254,,,2,2,4:46
2026-06-29,LOY,1872455,1872455,,,1,1,03:25
2026-06-29,PRD,84312,84312,,,1,1,02:48
2026-06-29,STO,642,642,,,1,1,02:51
